856 2325
222 219 -125.0
222 220 125.0
222 221 125.0
224 223 -375.0
226 223 -125.0
226 224 125.0
226 225 125.0
228 179 -375.0
228 227 -375.0
229 227 125.0
229 228 -375.0
231 227 -125.0
231 228 125.0
231 229 -125.0
231 230 125.0
232 227 -250.0
232 228 250.0
232 229 -250.0
232 230 125.0
232 231 375.0
234 233 -375.0
236 233 -125.0
236 234 125.0
236 235 125.0
238 119 -375.0
238 237 -375.0
240 237 -125.0
240 238 125.0
240 239 125.0
242 241 -375.0
243 241 125.0
243 242 -375.0
245 241 -125.0
245 242 125.0
245 243 -125.0
245 244 125.0
246 241 -250.0
246 242 250.0
246 243 -250.0
246 244 125.0
246 245 375.0
248 247 -375.0
250 247 -125.0
250 248 125.0
250 249 125.0
251 112 -375.0
252 191 -375.0
252 251 -375.0
254 251 -125.0
254 252 125.0
254 253 125.0
256 255 -375.0
258 255 -125.0
258 256 125.0
258 257 125.0
260 259 -375.0
262 259 -125.0
262 260 125.0
262 261 125.0
263 243 -375.0
264 243 125.0
264 263 -375.0
266 243 -125.0
266 263 125.0
266 264 -125.0
266 265 125.0
267 243 -250.0
267 263 250.0
267 264 -250.0
267 265 125.0
267 266 375.0
269 135 -375.0
269 268 -375.0
271 268 -125.0
271 269 125.0
271 270 125.0
272 248 -375.0
273 18 -375.0
273 272 -375.0
275 272 -125.0
275 273 125.0
275 274 125.0
276 9 -375.0
277 276 -375.0
279 276 -125.0
279 277 125.0
279 278 125.0
281 280 -375.0
283 280 -125.0
283 281 125.0
283 282 125.0
285 59 -375.0
285 284 -375.0
287 284 -125.0
287 285 125.0
287 286 125.0
288 241 -375.0
289 241 125.0
289 288 -375.0
291 241 -125.0
291 288 125.0
291 289 -125.0
291 290 125.0
292 241 -250.0
292 288 250.0
292 289 -250.0
292 290 125.0
292 291 375.0
293 196 -375.0
294 280 -375.0
294 293 -375.0
296 293 -125.0
296 294 125.0
296 295 125.0
297 170 -375.0
298 143 -375.0
298 297 -375.0
300 297 -125.0
300 298 125.0
300 299 125.0
302 301 -375.0
304 301 -125.0
304 302 125.0
304 303 125.0
306 305 -375.0
308 305 -125.0
308 306 125.0
308 307 125.0
310 99 -375.0
310 309 -375.0
312 309 -125.0
312 310 125.0
312 311 125.0
313 144 -375.0
314 313 -375.0
316 313 -125.0
316 314 125.0
316 315 125.0
317 25 -375.0
318 317 -375.0
320 317 -125.0
320 318 125.0
320 319 125.0
321 96 -375.0
322 55 -375.0
322 321 -375.0
324 321 -125.0
324 322 125.0
324 323 125.0
325 156 -375.0
326 63 -375.0
326 325 -375.0
328 325 -125.0
328 326 125.0
328 327 125.0
329 116 -375.0
330 329 -375.0
332 329 -125.0
332 330 125.0
332 331 125.0
334 333 -375.0
336 333 -125.0
336 334 125.0
336 335 125.0
337 302 -375.0
338 337 -375.0
340 337 -125.0
340 338 125.0
340 339 125.0
342 341 -375.0
344 341 -125.0
344 342 125.0
344 343 125.0
345 83 -375.0
347 83 -125.0
347 345 125.0
347 346 125.0
348 13 -375.0
349 348 -375.0
351 348 -125.0
351 349 125.0
351 350 125.0
352 36 -375.0
352 163 -375.0
352 264 -375.0
352 289 -375.0
353 36 125.0
353 163 125.0
353 352 -375.0
354 36 125.0
354 88 -375.0
354 163 125.0
354 352 -375.0
354 353 125.0
356 36 -125.0
356 163 -125.0
356 352 125.0
356 353 -125.0
356 354 -125.0
356 355 125.0
357 36 -250.0
357 163 -250.0
357 352 250.0
357 353 -250.0
357 354 -250.0
357 355 125.0
357 356 375.0
358 36 -375.0
358 163 -375.0
358 352 375.0
358 353 -375.0
358 354 -375.0
358 355 125.0
358 356 500.0
358 357 875.0
359 36 -500.0
359 163 -500.0
359 352 500.0
359 353 -500.0
359 354 -500.0
359 355 125.0
359 356 625.0
359 357 1125.0
359 358 1625.0
360 103 125.0
361 103 -375.0
361 360 -375.0
363 103 -125.0
363 360 -125.0
363 361 125.0
363 362 125.0
364 103 -250.0
364 360 -250.0
364 361 250.0
364 362 125.0
364 363 375.0
366 365 -375.0
368 365 -125.0
368 366 125.0
368 367 125.0
369 338 -375.0
370 211 -375.0
370 369 -375.0
372 369 -125.0
372 370 125.0
372 371 125.0
373 314 -375.0
374 373 -375.0
376 373 -125.0
376 374 125.0
376 375 125.0
378 16 -375.0
378 377 -375.0
380 377 -125.0
380 378 125.0
380 379 125.0
381 144 -375.0
382 233 -375.0
382 381 -375.0
384 381 -125.0
384 382 125.0
384 383 125.0
385 136 -375.0
386 159 -375.0
386 385 -375.0
388 385 -125.0
388 386 125.0
388 387 125.0
389 25 -375.0
390 0 -375.0
390 389 -375.0
392 389 -125.0
392 390 125.0
392 391 125.0
393 374 -375.0
394 28 -375.0
394 393 -375.0
396 393 -125.0
396 394 125.0
396 395 125.0
397 148 -375.0
398 173 -375.0
398 397 -375.0
400 397 -125.0
400 398 125.0
400 399 125.0
402 401 -375.0
404 401 -125.0
404 402 125.0
404 403 125.0
405 32 125.0
405 52 -375.0
406 32 -375.0
406 405 -375.0
408 32 -125.0
408 405 -125.0
408 406 125.0
408 407 125.0
409 32 -250.0
409 405 -250.0
409 406 250.0
409 407 125.0
409 408 375.0
410 51 -375.0
410 175 -375.0
412 51 -125.0
412 175 -125.0
412 410 125.0
412 411 125.0
413 51 -250.0
413 175 -250.0
413 410 250.0
413 411 125.0
413 412 375.0
414 305 -375.0
414 360 -375.0
416 305 -125.0
416 414 125.0
416 415 125.0
417 212 -375.0
418 417 -375.0
420 417 -125.0
420 418 125.0
420 419 125.0
421 208 -375.0
422 268 -375.0
422 421 -375.0
424 421 -125.0
424 422 125.0
424 423 125.0
425 92 -375.0
426 139 -375.0
426 425 -375.0
428 425 -125.0
428 426 125.0
428 427 125.0
429 29 -375.0
430 429 -375.0
432 429 -125.0
432 430 125.0
432 431 125.0
433 19 -375.0
435 19 -125.0
435 433 125.0
435 434 125.0
436 67 125.0
437 67 -375.0
437 436 -375.0
439 67 -125.0
439 436 -125.0
439 437 125.0
439 438 125.0
440 67 -250.0
440 436 -250.0
440 437 250.0
440 438 125.0
440 439 375.0
441 200 -375.0
442 215 -375.0
442 441 -375.0
444 441 -125.0
444 442 125.0
444 443 125.0
445 165 -375.0
445 353 -375.0
447 165 -125.0
447 445 125.0
447 446 125.0
448 64 125.0
448 155 -375.0
448 200 125.0
448 441 -375.0
450 64 -125.0
450 155 125.0
450 448 -125.0
450 449 125.0
451 64 -250.0
451 155 250.0
451 448 -250.0
451 449 125.0
451 450 375.0
452 180 125.0
452 219 -375.0
453 180 125.0
453 219 -375.0
453 452 125.0
455 180 -125.0
455 219 125.0
455 452 -125.0
455 453 -125.0
455 454 125.0
456 180 -250.0
456 219 250.0
456 452 -250.0
456 453 -250.0
456 454 125.0
456 455 375.0
457 180 -375.0
457 219 375.0
457 452 -375.0
457 453 -375.0
457 454 125.0
457 455 500.0
457 456 875.0
458 268 -375.0
458 422 125.0
460 268 125.0
460 422 -125.0
460 458 -125.0
460 459 125.0
461 268 250.0
461 422 -250.0
461 458 -250.0
461 459 125.0
461 460 375.0
462 436 -375.0
464 436 125.0
464 462 -125.0
464 463 125.0
465 63 -375.0
465 199 -375.0
465 216 125.0
465 326 125.0
467 63 125.0
467 326 -125.0
467 465 -125.0
467 466 125.0
468 63 250.0
468 326 -250.0
468 465 -250.0
468 466 125.0
468 467 375.0
469 360 -375.0
469 414 125.0
471 360 125.0
471 414 -125.0
471 469 -125.0
471 470 125.0
472 360 250.0
472 414 -250.0
472 469 -250.0
472 470 125.0
472 471 375.0
473 259 -375.0
475 259 125.0
475 473 -125.0
475 474 125.0
476 99 -375.0
476 310 125.0
478 99 125.0
478 310 -125.0
478 476 -125.0
478 477 125.0
479 99 250.0
479 310 -250.0
479 476 -250.0
479 477 125.0
479 478 375.0
480 83 -375.0
482 83 125.0
482 480 -125.0
482 481 125.0
483 95 -375.0
485 95 125.0
485 483 -125.0
485 484 125.0
486 264 -375.0
486 352 125.0
488 264 125.0
488 352 -125.0
488 486 -125.0
488 487 125.0
489 264 250.0
489 352 -250.0
489 486 -250.0
489 487 125.0
489 488 375.0
490 207 -375.0
491 207 -375.0
491 490 125.0
493 207 125.0
493 490 -125.0
493 491 -125.0
493 492 125.0
494 207 250.0
494 490 -250.0
494 491 -250.0
494 492 125.0
494 493 375.0
495 338 125.0
495 369 -375.0
497 338 -125.0
497 369 125.0
497 495 -125.0
497 496 125.0
498 338 -250.0
498 369 250.0
498 495 -250.0
498 496 125.0
498 497 375.0
499 247 -375.0
499 377 -375.0
501 247 125.0
501 499 -125.0
501 500 125.0
502 115 -375.0
504 115 125.0
504 502 -125.0
504 503 125.0
505 44 -375.0
505 333 -375.0
507 333 125.0
507 505 -125.0
507 506 125.0
508 151 -375.0
508 204 125.0
510 151 125.0
510 204 -125.0
510 508 -125.0
510 509 125.0
511 151 250.0
511 204 -250.0
511 508 -250.0
511 509 125.0
511 510 375.0
512 75 -375.0
512 124 125.0
514 75 125.0
514 124 -125.0
514 512 -125.0
514 513 125.0
515 75 250.0
515 124 -250.0
515 512 -250.0
515 513 125.0
515 514 375.0
516 36 -375.0
516 87 -375.0
518 36 125.0
518 516 -125.0
518 517 125.0
519 71 -375.0
521 71 125.0
521 519 -125.0
521 520 125.0
522 25 125.0
522 317 -375.0
524 25 -125.0
524 317 125.0
524 522 -125.0
524 523 125.0
525 25 -250.0
525 317 250.0
525 522 -250.0
525 523 125.0
525 524 375.0
526 191 -375.0
526 196 125.0
526 252 125.0
526 293 -375.0
528 196 -125.0
528 293 125.0
528 526 -125.0
528 527 125.0
529 196 -250.0
529 293 250.0
529 526 -250.0
529 527 125.0
529 528 375.0
530 67 -375.0
531 67 -375.0
531 530 125.0
533 67 125.0
533 530 -125.0
533 531 -125.0
533 532 125.0
534 67 250.0
534 530 -250.0
534 531 -250.0
534 532 125.0
534 533 375.0
535 173 -375.0
535 398 125.0
537 173 125.0
537 398 -125.0
537 535 -125.0
537 536 125.0
538 173 250.0
538 398 -250.0
538 535 -250.0
538 536 125.0
538 537 375.0
539 120 125.0
539 169 -375.0
541 120 -125.0
541 169 125.0
541 539 -125.0
541 540 125.0
542 120 -250.0
542 169 250.0
542 539 -250.0
542 540 125.0
542 541 375.0
543 365 -375.0
544 365 -375.0
544 543 125.0
545 365 -375.0
545 543 125.0
545 544 125.0
547 365 125.0
547 543 -125.0
547 544 -125.0
547 545 -125.0
547 546 125.0
548 365 250.0
548 543 -250.0
548 544 -250.0
548 545 -250.0
548 546 125.0
548 547 375.0
549 365 375.0
549 543 -375.0
549 544 -375.0
549 545 -375.0
549 546 125.0
549 547 500.0
549 548 875.0
550 144 125.0
550 381 -375.0
552 144 -125.0
552 381 125.0
552 550 -125.0
552 551 125.0
553 144 -250.0
553 381 250.0
553 550 -250.0
553 551 125.0
553 552 375.0
554 44 -375.0
554 505 125.0
556 44 125.0
556 505 -125.0
556 554 -125.0
556 555 125.0
557 44 250.0
557 505 -250.0
557 554 -250.0
557 555 125.0
557 556 375.0
558 119 -375.0
558 238 125.0
560 119 125.0
560 238 -125.0
560 558 -125.0
560 559 125.0
561 119 250.0
561 238 -250.0
561 558 -250.0
561 559 125.0
561 560 375.0
562 123 -375.0
564 123 125.0
564 562 -125.0
564 563 125.0
565 112 125.0
565 251 -375.0
567 112 -125.0
567 251 125.0
567 565 -125.0
567 566 125.0
568 112 -250.0
568 251 250.0
568 565 -250.0
568 566 125.0
568 567 375.0
569 55 -375.0
569 322 125.0
571 55 125.0
571 322 -125.0
571 569 -125.0
571 570 125.0
572 55 250.0
572 322 -250.0
572 569 -250.0
572 570 125.0
572 571 375.0
573 195 -375.0
575 195 125.0
575 573 -125.0
575 574 125.0
576 175 -375.0
577 175 -375.0
577 576 125.0
578 175 -375.0
578 576 125.0
578 577 125.0
580 175 125.0
580 576 -125.0
580 577 -125.0
580 578 -125.0
580 579 125.0
581 175 250.0
581 576 -250.0
581 577 -250.0
581 578 -250.0
581 579 125.0
581 580 375.0
582 175 375.0
582 576 -375.0
582 577 -375.0
582 578 -375.0
582 579 125.0
582 580 500.0
582 581 875.0
584 377 125.0
584 499 -125.0
584 583 125.0
585 401 -375.0
587 401 125.0
587 585 -125.0
587 586 125.0
588 223 -375.0
589 223 -375.0
589 588 125.0
591 223 125.0
591 588 -125.0
591 589 -125.0
591 590 125.0
592 223 250.0
592 588 -250.0
592 589 -250.0
592 590 125.0
592 591 375.0
593 309 -375.0
595 309 125.0
595 593 -125.0
595 594 125.0
596 280 -375.0
596 294 125.0
598 280 125.0
598 294 -125.0
598 596 -125.0
598 597 125.0
599 280 250.0
599 294 -250.0
599 596 -250.0
599 597 125.0
599 598 375.0
600 148 125.0
600 397 -375.0
602 148 -125.0
602 397 125.0
602 600 -125.0
602 601 125.0
603 148 -250.0
603 397 250.0
603 600 -250.0
603 601 125.0
603 602 375.0
604 103 -375.0
604 305 -375.0
606 103 125.0
606 604 -125.0
606 605 125.0
608 18 125.0
608 273 -125.0
608 607 125.0
609 116 125.0
609 329 -375.0
611 116 -125.0
611 329 125.0
611 609 -125.0
611 610 125.0
612 116 -250.0
612 329 250.0
612 609 -250.0
612 610 125.0
612 611 375.0
613 13 125.0
613 348 -375.0
615 13 -125.0
615 348 125.0
615 613 -125.0
615 614 125.0
616 13 -250.0
616 348 250.0
616 613 -250.0
616 614 125.0
616 615 375.0
618 305 125.0
618 604 -125.0
618 617 125.0
619 111 -375.0
620 111 -375.0
620 619 125.0
622 111 125.0
622 619 -125.0
622 620 -125.0
622 621 125.0
623 111 250.0
623 619 -250.0
623 620 -250.0
623 621 125.0
623 622 375.0
624 107 -375.0
624 341 -375.0
625 107 -375.0
625 341 -375.0
625 624 250.0
627 107 125.0
627 624 -125.0
627 625 -125.0
627 626 125.0
628 107 250.0
628 624 -250.0
628 625 -250.0
628 626 125.0
628 627 375.0
629 135 -375.0
629 269 125.0
631 135 125.0
631 269 -125.0
631 629 -125.0
631 630 125.0
632 135 250.0
632 269 -250.0
632 629 -250.0
632 630 125.0
632 631 375.0
634 199 125.0
634 216 -125.0
634 465 -125.0
634 633 125.0
635 199 250.0
635 216 -250.0
635 465 -250.0
635 633 125.0
635 634 375.0
636 9 125.0
636 32 -375.0
636 51 -375.0
636 276 -375.0
638 51 125.0
638 636 -125.0
638 637 125.0
639 16 -375.0
639 248 125.0
639 272 -375.0
639 378 125.0
641 16 125.0
641 378 -125.0
641 639 -125.0
641 640 125.0
642 16 250.0
642 378 -250.0
642 639 -250.0
642 640 125.0
642 641 375.0
643 237 -375.0
645 237 125.0
645 643 -125.0
645 644 125.0
647 248 -125.0
647 272 125.0
647 639 -125.0
647 646 125.0
648 248 -250.0
648 272 250.0
648 639 -250.0
648 646 125.0
648 647 375.0
649 156 125.0
649 215 -375.0
649 325 -375.0
649 442 125.0
651 156 -125.0
651 325 125.0
651 649 -125.0
651 650 125.0
652 156 -250.0
652 325 250.0
652 649 -250.0
652 650 125.0
652 651 375.0
653 59 -375.0
653 285 125.0
655 59 125.0
655 285 -125.0
655 653 -125.0
655 654 125.0
656 59 250.0
656 285 -250.0
656 653 -250.0
656 654 125.0
656 655 375.0
657 183 -375.0
657 220 125.0
659 183 125.0
659 220 -125.0
659 657 -125.0
659 658 125.0
660 183 250.0
660 220 -250.0
660 657 -250.0
660 658 125.0
660 659 375.0
661 88 125.0
661 354 -375.0
663 88 -125.0
663 354 125.0
663 661 -125.0
663 662 125.0
664 88 -250.0
664 354 250.0
664 661 -250.0
664 662 125.0
664 663 375.0
665 211 -375.0
665 370 125.0
667 211 125.0
667 370 -125.0
667 665 -125.0
667 666 125.0
668 211 250.0
668 370 -250.0
668 665 -250.0
668 666 125.0
668 667 375.0
669 212 125.0
669 417 -375.0
671 212 -125.0
671 417 125.0
671 669 -125.0
671 670 125.0
672 212 -250.0
672 417 250.0
672 669 -250.0
672 670 125.0
672 671 375.0
673 92 125.0
673 425 -375.0
675 92 -125.0
675 425 125.0
675 673 -125.0
675 674 125.0
676 92 -250.0
676 425 250.0
676 673 -250.0
676 674 125.0
676 675 375.0
677 144 125.0
677 313 -375.0
679 144 -125.0
679 313 125.0
679 677 -125.0
679 678 125.0
680 144 -250.0
680 313 250.0
680 677 -250.0
680 678 125.0
680 679 375.0
681 4 -375.0
682 4 -375.0
682 681 125.0
684 4 125.0
684 681 -125.0
684 682 -125.0
684 683 125.0
685 4 250.0
685 681 -250.0
685 682 -250.0
685 683 125.0
685 684 375.0
686 179 -375.0
686 228 125.0
687 179 -375.0
687 228 125.0
687 686 125.0
689 179 125.0
689 228 -125.0
689 686 -125.0
689 687 -125.0
689 688 125.0
690 179 250.0
690 228 -250.0
690 686 -250.0
690 687 -250.0
690 688 125.0
690 689 375.0
691 179 375.0
691 228 -375.0
691 686 -375.0
691 687 -375.0
691 688 125.0
691 689 500.0
691 690 875.0
692 243 -375.0
694 243 125.0
694 692 -125.0
694 693 125.0
695 96 125.0
695 321 -375.0
697 96 -125.0
697 321 125.0
697 695 -125.0
697 696 125.0
698 96 -250.0
698 321 250.0
698 695 -250.0
698 696 125.0
698 697 375.0
699 91 -375.0
699 100 125.0
701 91 125.0
701 100 -125.0
701 699 -125.0
701 700 125.0
702 91 250.0
702 100 -250.0
702 699 -250.0
702 700 125.0
702 701 375.0
704 200 -125.0
704 441 125.0
704 448 -125.0
704 703 125.0
705 200 -250.0
705 441 250.0
705 448 -250.0
705 703 125.0
705 704 375.0
706 24 -375.0
708 24 125.0
708 706 -125.0
708 707 125.0
709 255 -375.0
711 255 125.0
711 709 -125.0
711 710 125.0
713 191 125.0
713 252 -125.0
713 526 -125.0
713 712 125.0
714 191 250.0
714 252 -250.0
714 526 -250.0
714 712 125.0
714 713 375.0
715 170 125.0
715 297 -375.0
717 170 -125.0
717 297 125.0
717 715 -125.0
717 716 125.0
718 170 -250.0
718 297 250.0
718 715 -250.0
718 716 125.0
718 717 375.0
719 28 -375.0
719 394 125.0
721 28 125.0
721 394 -125.0
721 719 -125.0
721 720 125.0
722 28 250.0
722 394 -250.0
722 719 -250.0
722 720 125.0
722 721 375.0
723 314 125.0
723 373 -375.0
725 314 -125.0
725 373 125.0
725 723 -125.0
725 724 125.0
726 314 -250.0
726 373 250.0
726 723 -250.0
726 724 125.0
726 725 375.0
727 29 125.0
727 429 -375.0
729 29 -125.0
729 429 125.0
729 727 -125.0
729 728 125.0
730 29 -250.0
730 429 250.0
730 727 -250.0
730 728 125.0
730 729 375.0
731 227 -375.0
733 227 125.0
733 731 -125.0
733 732 125.0
735 341 125.0
735 624 -125.0
735 625 -125.0
735 734 125.0
736 341 250.0
736 624 -250.0
736 625 -250.0
736 734 125.0
736 735 375.0
737 289 -375.0
737 352 125.0
739 289 125.0
739 352 -125.0
739 737 -125.0
739 738 125.0
740 289 250.0
740 352 -250.0
740 737 -250.0
740 738 125.0
740 739 375.0
741 139 -375.0
741 426 125.0
743 139 125.0
743 426 -125.0
743 741 -125.0
743 742 125.0
744 139 250.0
744 426 -250.0
744 741 -250.0
744 742 125.0
744 743 375.0
745 233 -375.0
745 382 125.0
747 233 125.0
747 382 -125.0
747 745 -125.0
747 746 125.0
748 233 250.0
748 382 -250.0
748 745 -250.0
748 746 125.0
748 747 375.0
750 215 125.0
750 442 -125.0
750 649 -125.0
750 749 125.0
751 215 250.0
751 442 -250.0
751 649 -250.0
751 749 125.0
751 750 375.0
753 9 -125.0
753 276 125.0
753 636 -125.0
753 752 125.0
754 9 -250.0
754 276 250.0
754 636 -250.0
754 752 125.0
754 753 375.0
755 163 -375.0
755 165 -375.0
755 353 -375.0
755 445 125.0
757 165 125.0
757 755 -125.0
757 756 125.0
758 374 125.0
758 393 -375.0
760 374 -125.0
760 393 125.0
760 758 -125.0
760 759 125.0
761 374 -250.0
761 393 250.0
761 758 -250.0
761 759 125.0
761 760 375.0
763 32 125.0
763 636 -125.0
763 762 125.0
764 284 -375.0
766 284 125.0
766 764 -125.0
766 765 125.0
767 302 125.0
767 337 -375.0
769 302 -125.0
769 337 125.0
769 767 -125.0
769 768 125.0
770 302 -250.0
770 337 250.0
770 767 -250.0
770 768 125.0
770 769 375.0
771 80 125.0
771 187 -375.0
773 80 -125.0
773 187 125.0
773 771 -125.0
773 772 125.0
774 80 -250.0
774 187 250.0
774 771 -250.0
774 772 125.0
774 773 375.0
775 208 125.0
775 421 -375.0
777 208 -125.0
777 421 125.0
777 775 -125.0
777 776 125.0
778 208 -250.0
778 421 250.0
778 775 -250.0
778 776 125.0
778 777 375.0
779 52 125.0
779 405 -375.0
781 52 -125.0
781 405 125.0
781 779 -125.0
781 780 125.0
782 52 -250.0
782 405 250.0
782 779 -250.0
782 780 125.0
782 781 375.0
783 229 -375.0
785 229 125.0
785 783 -125.0
785 784 125.0
786 159 -375.0
786 386 125.0
787 159 -375.0
787 386 125.0
787 786 125.0
789 159 125.0
789 386 -125.0
789 786 -125.0
789 787 -125.0
789 788 125.0
790 159 250.0
790 386 -250.0
790 786 -250.0
790 787 -250.0
790 788 125.0
790 789 375.0
791 159 375.0
791 386 -375.0
791 786 -375.0
791 787 -375.0
791 788 125.0
791 789 500.0
791 790 875.0
792 56 125.0
792 147 -375.0
794 56 -125.0
794 147 125.0
794 792 -125.0
794 793 125.0
795 56 -250.0
795 147 250.0
795 792 -250.0
795 793 125.0
795 794 375.0
796 0 -375.0
796 390 125.0
798 0 125.0
798 390 -125.0
798 796 -125.0
798 797 125.0
799 0 250.0
799 390 -250.0
799 796 -250.0
799 797 125.0
799 798 375.0
800 79 -375.0
802 79 125.0
802 800 -125.0
802 801 125.0
803 12 -375.0
803 128 125.0
805 12 125.0
805 128 -125.0
805 803 -125.0
805 804 125.0
806 12 250.0
806 128 -250.0
806 803 -250.0
806 804 125.0
806 805 375.0
808 87 125.0
808 516 -125.0
808 807 125.0
810 163 125.0
810 755 -125.0
810 809 125.0
811 241 -375.0
813 241 125.0
813 811 -125.0
813 812 125.0
814 127 -375.0
816 127 125.0
816 814 -125.0
816 815 125.0
817 25 125.0
817 389 -375.0
819 25 -125.0
819 389 125.0
819 817 -125.0
819 818 125.0
820 25 -250.0
820 389 250.0
820 817 -250.0
820 818 125.0
820 819 375.0
821 131 -375.0
821 188 125.0
823 131 125.0
823 188 -125.0
823 821 -125.0
823 822 125.0
824 131 250.0
824 188 -250.0
824 821 -250.0
824 822 125.0
824 823 375.0
826 353 125.0
826 445 -125.0
826 755 -125.0
826 825 125.0
827 353 250.0
827 445 -250.0
827 755 -250.0
827 825 125.0
827 826 375.0
828 192 125.0
828 203 -375.0
830 192 -125.0
830 203 125.0
830 828 -125.0
830 829 125.0
831 192 -250.0
831 203 250.0
831 828 -250.0
831 829 125.0
831 830 375.0
832 301 -375.0
834 301 125.0
834 832 -125.0
834 833 125.0
835 136 125.0
835 385 -375.0
836 136 125.0
836 385 -375.0
836 835 125.0
838 136 -125.0
838 385 125.0
838 835 -125.0
838 836 -125.0
838 837 125.0
839 136 -250.0
839 385 250.0
839 835 -250.0
839 836 -250.0
839 837 125.0
839 838 375.0
840 136 -375.0
840 385 375.0
840 835 -375.0
840 836 -375.0
840 837 125.0
840 838 500.0
840 839 875.0
841 143 -375.0
841 298 125.0
843 143 125.0
843 298 -125.0
843 841 -125.0
843 842 125.0
844 143 250.0
844 298 -250.0
