829 2566
147 54 -125.0
147 144 125.0
147 145 -125.0
147 146 125.0
148 30 -250.0
148 54 -250.0
148 144 250.0
148 145 -250.0
148 146 125.0
148 147 375.0
149 30 -375.0
149 54 -375.0
149 144 375.0
149 145 -375.0
149 146 125.0
149 147 500.0
149 148 875.0
151 150 -375.0
153 150 -125.0
153 151 125.0
153 152 125.0
154 47 -375.0
155 154 -375.0
157 154 -125.0
157 155 125.0
157 156 125.0
158 24 -375.0
158 145 -375.0
160 24 -125.0
160 145 -125.0
160 158 125.0
160 159 125.0
161 24 -250.0
161 145 -250.0
161 158 250.0
161 159 125.0
161 160 375.0
163 162 -375.0
165 162 -125.0
165 163 125.0
165 164 125.0
167 166 -375.0
169 166 -125.0
169 167 125.0
169 168 125.0
170 151 -375.0
171 170 -375.0
173 170 -125.0
173 171 125.0
173 172 125.0
175 174 -375.0
177 174 -125.0
177 175 125.0
177 176 125.0
178 51 -375.0
179 178 -375.0
181 178 -125.0
181 179 125.0
181 180 125.0
183 182 -375.0
185 182 -125.0
185 183 125.0
185 184 125.0
186 56 -375.0
186 67 -375.0
188 56 -125.0
188 186 125.0
188 187 125.0
189 89 -375.0
190 113 -375.0
190 189 -375.0
192 189 -125.0
192 190 125.0
192 191 125.0
193 6 -375.0
195 6 -125.0
195 193 125.0
195 194 125.0
197 34 -375.0
197 196 -375.0
199 196 -125.0
199 197 125.0
199 198 125.0
200 137 -375.0
200 139 -375.0
202 137 -125.0
202 139 -125.0
202 200 125.0
202 201 125.0
203 137 -250.0
203 139 -250.0
203 200 250.0
203 201 125.0
203 202 375.0
204 75 125.0
204 139 125.0
205 75 -375.0
205 204 -375.0
207 75 -125.0
207 204 -125.0
207 205 125.0
207 206 125.0
208 75 -250.0
208 204 -250.0
208 205 250.0
208 206 125.0
208 207 375.0
209 20 -375.0
209 150 -375.0
209 182 -375.0
210 20 125.0
210 183 -375.0
210 209 -375.0
212 20 -125.0
212 209 125.0
212 210 -125.0
212 211 125.0
213 20 -250.0
213 209 250.0
213 210 -250.0
213 211 125.0
213 212 375.0
214 21 -375.0
215 214 -375.0
217 214 -125.0
217 215 125.0
217 216 125.0
219 218 -375.0
221 218 -125.0
221 219 125.0
221 220 125.0
223 84 -375.0
223 222 -375.0
225 222 -125.0
225 223 125.0
225 224 125.0
227 226 -375.0
229 226 -125.0
229 227 125.0
229 228 125.0
231 230 -375.0
233 230 -125.0
233 231 125.0
233 232 125.0
235 234 -375.0
237 234 -125.0
237 235 125.0
237 236 125.0
238 11 -375.0
239 88 -375.0
239 238 -375.0
241 238 -125.0
241 239 125.0
241 240 125.0
242 1 -375.0
243 242 -375.0
244 242 125.0
244 243 -375.0
246 242 -125.0
246 243 125.0
246 244 -125.0
246 245 125.0
247 242 -250.0
247 243 250.0
247 244 -250.0
247 245 125.0
247 246 375.0
248 47 -375.0
249 248 -375.0
251 248 -125.0
251 249 125.0
251 250 125.0
252 118 -375.0
253 121 -375.0
253 252 -375.0
255 252 -125.0
255 253 125.0
255 254 125.0
257 69 -375.0
257 256 -375.0
258 25 -375.0
258 256 125.0
258 257 -375.0
260 256 -125.0
260 257 125.0
260 258 -125.0
260 259 125.0
261 256 -250.0
261 257 250.0
261 258 -250.0
261 259 125.0
261 260 375.0
263 262 -375.0
265 262 -125.0
265 263 125.0
265 264 125.0
266 47 -375.0
267 266 -375.0
269 266 -125.0
269 267 125.0
269 268 125.0
270 256 125.0
271 270 -375.0
272 270 125.0
272 271 -375.0
274 270 -125.0
274 271 125.0
274 272 -125.0
274 273 125.0
275 270 -250.0
275 271 250.0
275 272 -250.0
275 273 125.0
275 274 375.0
276 244 -375.0
278 244 -125.0
278 276 125.0
278 277 125.0
279 139 -375.0
279 204 -375.0
281 139 -125.0
281 204 -125.0
281 279 125.0
281 280 125.0
282 139 -250.0
282 204 -250.0
282 279 250.0
282 280 125.0
282 281 375.0
283 15 -375.0
284 0 -375.0
284 283 -375.0
286 283 -125.0
286 284 125.0
286 285 125.0
287 40 -375.0
287 75 -375.0
287 186 125.0
289 40 -125.0
289 75 -125.0
289 287 125.0
289 288 125.0
290 40 -250.0
290 75 -250.0
290 287 250.0
290 288 125.0
290 289 375.0
291 35 -375.0
292 174 -375.0
292 291 -375.0
294 291 -125.0
294 292 125.0
294 293 125.0
295 83 -375.0
296 92 -375.0
296 295 -375.0
298 295 -125.0
298 296 125.0
298 297 125.0
299 21 -375.0
300 117 -375.0
300 299 -375.0
302 299 -125.0
302 300 125.0
302 301 125.0
304 303 -375.0
306 303 -125.0
306 304 125.0
306 305 125.0
307 64 -375.0
308 272 -375.0
308 307 -375.0
310 307 -125.0
310 308 125.0
310 309 125.0
311 231 -375.0
312 166 -375.0
312 311 -375.0
314 311 -125.0
314 312 125.0
314 313 125.0
315 249 -375.0
316 315 -375.0
318 315 -125.0
318 316 125.0
318 317 125.0
319 20 -375.0
321 20 -125.0
321 319 125.0
321 320 125.0
323 322 -375.0
325 322 -125.0
325 323 125.0
325 324 125.0
327 326 -375.0
328 271 -375.0
328 326 125.0
328 327 -375.0
330 326 -125.0
330 327 125.0
330 328 -125.0
330 329 125.0
331 326 -250.0
331 327 250.0
331 328 -250.0
331 329 125.0
331 330 375.0
333 303 -375.0
333 332 -375.0
335 332 -125.0
335 333 125.0
335 334 125.0
336 323 -375.0
337 162 -375.0
337 336 -375.0
339 336 -125.0
339 337 125.0
339 338 125.0
340 209 -375.0
341 101 -375.0
341 340 -375.0
343 340 -125.0
343 341 125.0
343 342 125.0
344 68 -375.0
345 344 -375.0
347 344 -125.0
347 345 125.0
347 346 125.0
348 155 -375.0
349 348 -375.0
351 348 -125.0
351 349 125.0
351 350 125.0
352 186 -375.0
352 287 -375.0
353 10 -375.0
353 352 -375.0
355 352 -125.0
355 353 125.0
355 354 125.0
357 196 -375.0
357 356 -375.0
359 356 -125.0
359 357 125.0
359 358 125.0
360 179 -375.0
361 360 -375.0
363 360 -125.0
363 361 125.0
363 362 125.0
365 96 -375.0
365 364 -375.0
367 364 -125.0
367 365 125.0
367 366 125.0
368 256 -375.0
368 270 -375.0
370 256 -125.0
370 270 -125.0
370 368 125.0
370 369 125.0
371 256 -250.0
371 270 -250.0
371 368 250.0
371 369 125.0
371 370 375.0
372 257 -375.0
373 226 -375.0
373 262 -375.0
373 372 -375.0
375 372 -125.0
375 373 125.0
375 374 125.0
377 230 -375.0
377 376 -375.0
379 376 -125.0
379 377 125.0
379 378 125.0
381 82 -375.0
381 380 -375.0
383 380 -125.0
383 381 125.0
383 382 125.0
384 361 -375.0
385 133 -375.0
385 384 -375.0
387 384 -125.0
387 385 125.0
387 386 125.0
388 304 -375.0
389 129 -375.0
389 388 -375.0
391 388 -125.0
391 389 125.0
391 390 125.0
392 167 -375.0
393 322 -375.0
393 392 -375.0
395 392 -125.0
395 393 125.0
395 394 125.0
396 122 -375.0
397 332 -375.0
397 396 -375.0
399 396 -125.0
399 397 125.0
399 398 125.0
400 42 -375.0
400 109 -375.0
400 234 -375.0
402 42 -125.0
402 109 -125.0
402 400 125.0
402 401 125.0
403 42 -250.0
403 109 -250.0
403 400 250.0
403 401 125.0
403 402 375.0
404 235 -375.0
405 376 -375.0
405 404 -375.0
407 404 -125.0
407 405 125.0
407 406 125.0
408 319 -375.0
409 364 -375.0
409 408 -375.0
411 408 -125.0
411 409 125.0
411 410 125.0
412 327 -375.0
413 412 -375.0
415 412 -125.0
415 413 125.0
415 414 125.0
416 171 -375.0
417 356 -375.0
417 416 -375.0
419 416 -125.0
419 417 125.0
419 418 125.0
420 64 -375.0
421 380 -375.0
421 420 -375.0
423 420 -125.0
423 421 125.0
423 422 125.0
424 20 -375.0
424 155 125.0
424 249 125.0
424 315 -375.0
424 348 -375.0
425 155 125.0
425 249 125.0
425 315 -375.0
425 348 -375.0
425 424 250.0
426 155 125.0
426 249 125.0
426 315 -375.0
426 322 -375.0
426 348 -375.0
426 393 125.0
426 424 250.0
426 425 250.0
427 47 125.0
427 155 125.0
427 249 125.0
427 266 -375.0
427 315 -375.0
427 348 -375.0
427 424 250.0
427 425 250.0
427 426 250.0
429 249 -125.0
429 315 125.0
429 424 -125.0
429 425 -125.0
429 426 -125.0
429 427 -125.0
429 428 125.0
430 249 -250.0
430 315 250.0
430 424 -250.0
430 425 -250.0
430 426 -250.0
430 427 -250.0
430 428 125.0
430 429 375.0
431 249 -375.0
431 315 375.0
431 424 -375.0
431 425 -375.0
431 426 -375.0
431 427 -375.0
431 428 125.0
431 429 500.0
431 430 875.0
432 249 -500.0
432 315 500.0
432 424 -500.0
432 425 -500.0
432 426 -500.0
432 427 -500.0
432 428 125.0
432 429 625.0
432 430 1125.0
432 431 1625.0
433 249 -625.0
433 315 625.0
433 424 -625.0
433 425 -625.0
433 426 -625.0
433 427 -625.0
433 428 125.0
433 429 750.0
433 430 1375.0
433 431 2000.0
433 432 2625.0
434 56 -375.0
436 56 125.0
436 434 -125.0
436 435 125.0
437 36 -375.0
437 196 -375.0
437 357 125.0
439 36 125.0
439 437 -125.0
439 438 125.0
440 1 125.0
440 242 -375.0
440 326 -375.0
442 1 -125.0
442 242 125.0
442 440 -125.0
442 441 125.0
443 1 -250.0
443 242 250.0
443 440 -250.0
443 441 125.0
443 442 375.0
444 64 125.0
444 420 -375.0
446 64 -125.0
446 420 125.0
446 444 -125.0
446 445 125.0
447 64 -250.0
447 420 250.0
447 444 -250.0
447 445 125.0
447 446 375.0
448 82 -375.0
448 381 125.0
450 82 125.0
450 381 -125.0
450 448 -125.0
450 449 125.0
451 82 250.0
451 381 -250.0
451 448 -250.0
451 449 125.0
451 450 375.0
452 174 -375.0
452 292 125.0
454 174 125.0
454 292 -125.0
454 452 -125.0
454 453 125.0
455 174 250.0
455 292 -250.0
455 452 -250.0
455 453 125.0
455 454 375.0
456 133 -375.0
456 385 125.0
458 133 125.0
458 385 -125.0
458 456 -125.0
458 457 125.0
459 133 250.0
459 385 -250.0
459 456 -250.0
459 457 125.0
459 458 375.0
460 63 -375.0
460 118 125.0
462 63 125.0
462 118 -125.0
462 460 -125.0
462 461 125.0
463 63 250.0
463 118 -250.0
463 460 -250.0
463 461 125.0
463 462 375.0
464 28 -375.0
465 28 -375.0
465 464 125.0
467 28 125.0
467 464 -125.0
467 465 -125.0
467 466 125.0
468 28 250.0
468 464 -250.0
468 465 -250.0
468 466 125.0
468 467 375.0
469 270 -375.0
470 270 -375.0
470 469 125.0
472 270 125.0
472 469 -125.0
472 470 -125.0
472 471 125.0
473 270 250.0
473 469 -250.0
473 470 -250.0
473 471 125.0
473 472 375.0
474 101 -375.0
474 341 125.0
476 101 125.0
476 341 -125.0
476 474 -125.0
476 475 125.0
477 101 250.0
477 341 -250.0
477 474 -250.0
477 475 125.0
477 476 375.0
478 92 -375.0
478 296 125.0
480 92 125.0
480 296 -125.0
480 478 -125.0
480 479 125.0
481 92 250.0
481 296 -250.0
481 478 -250.0
481 479 125.0
481 480 375.0
482 42 -375.0
482 75 -375.0
484 75 125.0
484 482 -125.0
484 483 125.0
486 326 125.0
486 440 -125.0
486 485 125.0
487 356 -375.0
487 417 125.0
489 356 125.0
489 417 -125.0
489 487 -125.0
489 488 125.0
490 356 250.0
490 417 -250.0
490 487 -250.0
490 488 125.0
490 489 375.0
491 129 -375.0
491 389 125.0
493 129 125.0
493 389 -125.0
493 491 -125.0
493 492 125.0
494 129 250.0
494 389 -250.0
494 491 -250.0
494 492 125.0
494 493 375.0
496 155 -125.0
496 348 125.0
496 424 -125.0
496 425 -125.0
496 426 -125.0
496 427 -125.0
496 495 125.0
497 155 -250.0
497 348 250.0
497 424 -250.0
497 425 -250.0
497 426 -250.0
497 427 -250.0
497 495 125.0
497 496 375.0
498 155 -375.0
498 348 375.0
498 424 -375.0
498 425 -375.0
498 426 -375.0
498 427 -375.0
498 495 125.0
498 496 500.0
498 497 875.0
499 155 -500.0
499 348 500.0
499 424 -500.0
499 425 -500.0
499 426 -500.0
499 427 -500.0
499 495 125.0
499 496 625.0
499 497 1125.0
499 498 1625.0
500 155 -625.0
500 348 625.0
500 424 -625.0
500 425 -625.0
500 426 -625.0
500 427 -625.0
500 495 125.0
500 496 750.0
500 497 1375.0
500 498 2000.0
500 499 2625.0
501 47 125.0
501 266 -375.0
501 427 125.0
503 47 -125.0
503 266 125.0
503 427 -125.0
503 501 -125.0
503 502 125.0
504 47 -250.0
504 266 250.0
504 427 -250.0
504 501 -250.0
504 502 125.0
504 503 375.0
505 47 -375.0
505 266 375.0
505 427 -375.0
505 501 -375.0
505 502 125.0
505 503 500.0
505 504 875.0
506 113 -375.0
506 190 125.0
508 113 125.0
508 190 -125.0
508 506 -125.0
508 507 125.0
509 113 250.0
509 190 -250.0
509 506 -250.0
509 507 125.0
509 508 375.0
510 218 -375.0
512 218 125.0
512 510 -125.0
512 511 125.0
513 304 125.0
513 388 -375.0
515 304 -125.0
515 388 125.0
515 513 -125.0
515 514 125.0
516 304 -250.0
516 388 250.0
516 513 -250.0
516 514 125.0
516 515 375.0
517 64 125.0
517 307 -375.0
519 64 -125.0
519 307 125.0
519 517 -125.0
519 518 125.0
520 64 -250.0
520 307 250.0
520 517 -250.0
520 518 125.0
520 519 375.0
521 30 -375.0
523 30 125.0
523 521 -125.0
523 522 125.0
524 380 -375.0
524 421 125.0
526 380 125.0
526 421 -125.0
526 524 -125.0
526 525 125.0
527 380 250.0
527 421 -250.0
527 524 -250.0
527 525 125.0
527 526 375.0
528 88 -375.0
528 239 125.0
529 88 -375.0
529 239 125.0
529 528 125.0
531 88 125.0
531 239 -125.0
531 528 -125.0
531 529 -125.0
531 530 125.0
532 88 250.0
532 239 -250.0
532 528 -250.0
532 529 -250.0
532 530 125.0
532 531 375.0
533 88 375.0
533 239 -375.0
533 528 -375.0
533 529 -375.0
533 530 125.0
533 531 500.0
533 532 875.0
534 83 125.0
534 295 -375.0
536 83 -125.0
536 295 125.0
536 534 -125.0
536 535 125.0
537 83 -250.0
537 295 250.0
537 534 -250.0
537 535 125.0
537 536 375.0
538 24 -375.0
540 24 125.0
540 538 -125.0
540 539 125.0
541 118 125.0
541 252 -375.0
543 118 -125.0
543 252 125.0
543 541 -125.0
543 542 125.0
544 118 -250.0
544 252 250.0
544 541 -250.0
544 542 125.0
544 543 375.0
545 46 -375.0
545 51 125.0
547 46 125.0
547 51 -125.0
547 545 -125.0
547 546 125.0
548 46 250.0
548 51 -250.0
548 545 -250.0
548 546 125.0
548 547 375.0
549 15 125.0
549 283 -375.0
551 15 -125.0
551 283 125.0
551 549 -125.0
551 550 125.0
552 15 -250.0
552 283 250.0
552 549 -250.0
552 550 125.0
552 551 375.0
553 84 -375.0
553 223 125.0
555 84 125.0
555 223 -125.0
555 553 -125.0
555 554 125.0
556 84 250.0
556 223 -250.0
556 553 -250.0
556 554 125.0
556 555 375.0
557 235 125.0
557 404 -375.0
559 235 -125.0
559 404 125.0
559 557 -125.0
559 558 125.0
560 235 -250.0
560 404 250.0
560 557 -250.0
560 558 125.0
560 559 375.0
561 109 -375.0
563 109 125.0
563 561 -125.0
563 562 125.0
564 51 125.0
564 178 -375.0
566 51 -125.0
566 178 125.0
566 564 -125.0
566 565 125.0
567 51 -250.0
567 178 250.0
567 564 -250.0
567 565 125.0
567 566 375.0
568 262 -375.0
568 373 125.0
570 262 125.0
570 373 -125.0
570 568 -125.0
570 569 125.0
571 262 250.0
571 373 -250.0
571 568 -250.0
571 569 125.0
571 570 375.0
572 69 -375.0
572 257 125.0
573 69 -375.0
573 257 125.0
573 271 125.0
573 328 -375.0
573 572 125.0
575 69 125.0
575 257 -125.0
575 572 -125.0
575 573 -125.0
575 574 125.0
576 69 250.0
576 257 -250.0
576 572 -250.0
576 573 -250.0
576 574 125.0
576 575 375.0
577 69 375.0
577 257 -375.0
577 572 -375.0
577 573 -375.0
577 574 125.0
577 575 500.0
577 576 875.0
578 151 125.0
578 170 -375.0
580 151 -125.0
580 170 125.0
580 578 -125.0
580 579 125.0
581 151 -250.0
581 170 250.0
581 578 -250.0
581 579 125.0
581 580 375.0
582 77 -375.0
584 77 125.0
584 582 -125.0
584 583 125.0
585 182 -375.0
585 209 125.0
587 182 125.0
587 209 -125.0
587 585 -125.0
587 586 125.0
588 182 250.0
588 209 -250.0
588 585 -250.0
588 586 125.0
588 587 375.0
589 117 -375.0
589 300 125.0
591 117 125.0
591 300 -125.0
591 589 -125.0
591 590 125.0
592 117 250.0
592 300 -250.0
592 589 -250.0
592 590 125.0
592 591 375.0
593 303 -375.0
593 333 125.0
595 303 125.0
595 333 -125.0
595 593 -125.0
595 594 125.0
596 303 250.0
596 333 -250.0
596 593 -250.0
596 594 125.0
596 595 375.0
597 40 -375.0
599 40 125.0
599 597 -125.0
599 598 125.0
600 137 -375.0
602 137 125.0
602 600 -125.0
602 601 125.0
603 0 -375.0
603 284 125.0
605 0 125.0
605 284 -125.0
605 603 -125.0
605 604 125.0
606 0 250.0
606 284 -250.0
606 603 -250.0
606 604 125.0
606 605 375.0
607 4 -375.0
607 14 -375.0
609 14 125.0
609 607 -125.0
609 608 125.0
610 34 -375.0
610 197 125.0
612 34 125.0
612 197 -125.0
612 610 -125.0
612 611 125.0
613 34 250.0
613 197 -250.0
613 610 -250.0
613 611 125.0
613 612 375.0
614 226 -375.0
614 373 125.0
615 226 -375.0
615 373 125.0
615 614 125.0
617 226 125.0
617 373 -125.0
617 614 -125.0
617 615 -125.0
617 616 125.0
618 226 250.0
618 373 -250.0
618 614 -250.0
618 615 -250.0
618 616 125.0
618 617 375.0
619 226 375.0
619 373 -375.0
619 614 -375.0
619 615 -375.0
619 616 125.0
619 617 500.0
619 618 875.0
620 166 -375.0
620 312 125.0
622 166 125.0
622 312 -125.0
622 620 -125.0
622 621 125.0
623 166 250.0
623 312 -250.0
623 620 -250.0
623 621 125.0
623 622 375.0
624 11 125.0
624 238 -375.0
626 11 -125.0
626 238 125.0
626 624 -125.0
626 625 125.0
627 11 -250.0
627 238 250.0
627 624 -250.0
627 625 125.0
627 626 375.0
628 67 -375.0
628 186 125.0
630 67 125.0
630 186 -125.0
630 628 -125.0
630 629 125.0
631 67 250.0
631 186 -250.0
631 628 -250.0
631 629 125.0
631 630 375.0
632 50 -375.0
632 114 125.0
634 50 125.0
634 114 -125.0
634 632 -125.0
634 633 125.0
635 50 250.0
635 114 -250.0
635 632 -250.0
635 633 125.0
635 634 375.0
636 16 -375.0
636 244 -375.0
637 6 -375.0
637 16 -375.0
637 244 -375.0
637 636 250.0
639 16 125.0
639 636 -125.0
639 637 -125.0
639 638 125.0
640 16 250.0
640 636 -250.0
640 637 -250.0
640 638 125.0
640 639 375.0
641 121 -375.0
641 253 125.0
643 121 125.0
643 253 -125.0
643 641 -125.0
643 642 125.0
644 121 250.0
644 253 -250.0
644 641 -250.0
644 642 125.0
644 643 375.0
645 179 125.0
645 360 -375.0
647 179 -125.0
647 360 125.0
647 645 -125.0
647 646 125.0
648 179 -250.0
648 360 250.0
648 645 -250.0
648 646 125.0
648 647 375.0
649 167 125.0
649 392 -375.0
651 167 -125.0
651 392 125.0
651 649 -125.0
651 650 125.0
652 167 -250.0
652 392 250.0
652 649 -250.0
652 650 125.0
652 651 375.0
653 125 -375.0
653 134 125.0
655 125 125.0
655 134 -125.0
655 653 -125.0
655 654 125.0
656 125 250.0
656 134 -250.0
656 653 -250.0
656 654 125.0
656 655 375.0
657 361 125.0
657 384 -375.0
659 361 -125.0
659 384 125.0
659 657 -125.0
659 658 125.0
660 361 -250.0
660 384 250.0
660 657 -250.0
660 658 125.0
660 659 375.0
661 364 -375.0
661 409 125.0
663 364 125.0
663 409 -125.0
663 661 -125.0
663 662 125.0
664 364 250.0
664 409 -250.0
664 661 -250.0
664 662 125.0
664 663 375.0
665 376 -375.0
665 405 125.0
667 376 125.0
667 405 -125.0
667 665 -125.0
667 666 125.0
668 376 250.0
668 405 -250.0
668 665 -250.0
668 666 125.0
668 667 375.0
669 256 -375.0
671 256 125.0
671 669 -125.0
671 670 125.0
672 204 -375.0
674 204 125.0
674 672 -125.0
674 673 125.0
675 145 -375.0
677 145 125.0
677 675 -125.0
677 676 125.0
678 89 125.0
678 189 -375.0
680 89 -125.0
680 189 125.0
680 678 -125.0
680 679 125.0
681 89 -250.0
681 189 250.0
681 678 -250.0
681 679 125.0
681 680 375.0
682 139 -375.0
684 139 125.0
684 682 -125.0
684 683 125.0
685 68 125.0
685 327 125.0
685 344 -375.0
685 412 -375.0
687 68 -125.0
687 344 125.0
687 685 -125.0
687 686 125.0
688 68 -250.0
688 344 250.0
688 685 -250.0
688 686 125.0
688 687 375.0
689 244 -375.0
689 636 125.0
689 637 125.0
691 244 125.0
691 636 -125.0
691 637 -125.0
691 689 -125.0
691 690 125.0
692 244 250.0
692 636 -250.0
692 637 -250.0
692 689 -250.0
692 690 125.0
692 691 375.0
693 244 375.0
693 636 -375.0
693 637 -375.0
693 689 -375.0
693 690 125.0
693 691 500.0
693 692 875.0
695 327 -125.0
695 412 125.0
695 685 -125.0
695 694 125.0
696 327 -250.0
696 412 250.0
696 685 -250.0
696 694 125.0
696 695 375.0
697 35 125.0
697 291 -375.0
699 35 -125.0
699 291 125.0
699 697 -125.0
699 698 125.0
700 35 -250.0
700 291 250.0
700 697 -250.0
700 698 125.0
700 699 375.0
701 150 -375.0
701 209 125.0
703 150 125.0
703 209 -125.0
703 701 -125.0
703 702 125.0
704 150 250.0
704 209 -250.0
704 701 -250.0
704 702 125.0
704 703 375.0
706 322 125.0
706 393 -125.0
706 426 -125.0
706 705 125.0
707 322 250.0
707 393 -250.0
707 426 -250.0
707 705 125.0
707 706 375.0
708 272 -375.0
708 308 125.0
710 272 125.0
710 308 -125.0
710 708 -125.0
710 709 125.0
711 272 250.0
711 308 -250.0
711 708 -250.0
711 709 125.0
711 710 375.0
712 209 125.0
712 340 -375.0
714 209 -125.0
714 340 125.0
714 712 -125.0
714 713 125.0
715 209 -250.0
715 340 250.0
715 712 -250.0
715 713 125.0
715 714 375.0
716 21 125.0
716 299 -375.0
718 21 -125.0
718 299 125.0
718 716 -125.0
718 717 125.0
719 21 -250.0
719 299 250.0
719 716 -250.0
719 717 125.0
719 718 375.0
720 47 125.0
720 154 -375.0
721 47 125.0
721 154 -375.0
721 720 125.0
723 47 -125.0
723 154 125.0
723 720 -125.0
723 721 -125.0
723 722 125.0
724 47 -250.0
724 154 250.0
724 720 -250.0
724 721 -250.0
724 722 125.0
724 723 375.0
725 47 -375.0
725 154 375.0
725 720 -375.0
725 721 -375.0
725 722 125.0
725 723 500.0
725 724 875.0
727 20 125.0
727 424 -125.0
727 726 125.0
728 21 125.0
728 214 -375.0
729 21 125.0
729 214 -375.0
729 728 125.0
731 21 -125.0
731 214 125.0
731 728 -125.0
731 729 -125.0
731 730 125.0
732 21 -250.0
732 214 250.0
732 728 -250.0
732 729 -250.0
732 730 125.0
732 731 375.0
733 21 -375.0
733 214 375.0
733 728 -375.0
733 729 -375.0
733 730 125.0
733 731 500.0
733 732 875.0
735 271 -125.0
735 328 125.0
735 573 -125.0
735 734 125.0
736 271 -250.0
736 328 250.0
736 573 -250.0
736 734 125.0
736 735 375.0
737 196 -375.0
737 357 125.0
737 437 125.0
739 196 125.0
739 357 -125.0
739 437 -125.0
739 737 -125.0
