538 2187
104 103 125.0
105 30 125.0
106 105 -375.0
108 105 -125.0
108 106 125.0
108 107 125.0
109 82 125.0
110 50 -375.0
110 82 -375.0
110 109 -375.0
112 82 -125.0
112 109 -125.0
112 110 125.0
112 111 125.0
113 82 -250.0
113 109 -250.0
113 110 250.0
113 111 125.0
113 112 375.0
114 54 125.0
115 114 -375.0
116 114 125.0
116 115 -375.0
118 114 -125.0
118 115 125.0
118 116 -125.0
118 117 125.0
119 114 -250.0
119 115 250.0
119 116 -250.0
119 117 125.0
119 118 375.0
120 2 125.0
121 2 -375.0
121 120 -375.0
123 2 -125.0
123 120 -125.0
123 121 125.0
123 122 125.0
124 2 -250.0
124 120 -250.0
124 121 250.0
124 122 125.0
124 123 375.0
125 54 -375.0
125 114 -375.0
127 54 -125.0
127 114 -125.0
127 125 125.0
127 126 125.0
128 54 -250.0
128 114 -250.0
128 125 250.0
128 126 125.0
128 127 375.0
129 10 125.0
129 89 125.0
130 89 -375.0
130 129 -375.0
131 11 125.0
131 89 125.0
131 129 125.0
131 130 -375.0
133 89 -125.0
133 129 -125.0
133 130 125.0
133 131 -125.0
133 132 125.0
134 89 -250.0
134 129 -250.0
134 130 250.0
134 131 -250.0
134 132 125.0
134 133 375.0
135 89 -375.0
135 129 -375.0
135 130 375.0
135 131 -375.0
135 132 125.0
135 133 500.0
135 134 875.0
137 131 -375.0
137 136 -375.0
138 73 125.0
138 136 125.0
138 137 -375.0
140 136 -125.0
140 137 125.0
140 138 -125.0
140 139 125.0
141 136 -250.0
141 137 250.0
141 138 -250.0
141 139 125.0
141 140 375.0
142 110 -375.0
143 142 -375.0
145 142 -125.0
145 143 125.0
145 144 125.0
147 63 -375.0
147 146 -375.0
149 146 -125.0
149 147 125.0
149 148 125.0
150 68 -375.0
151 150 -375.0
152 150 125.0
152 151 -375.0
154 150 -125.0
154 151 125.0
154 152 -125.0
154 153 125.0
155 150 -250.0
155 151 250.0
155 152 -250.0
155 153 125.0
155 154 375.0
156 97 -375.0
158 97 -125.0
158 156 125.0
158 157 125.0
160 159 -375.0
162 159 -125.0
162 160 125.0
162 161 125.0
163 23 -375.0
164 22 -375.0
164 163 -375.0
166 163 -125.0
166 164 125.0
166 165 125.0
167 125 -375.0
168 46 -375.0
168 167 -375.0
170 167 -125.0
170 168 125.0
170 169 125.0
171 47 -375.0
171 50 125.0
172 50 -375.0
172 80 -375.0
172 146 -375.0
172 171 -375.0
174 50 -125.0
174 171 -125.0
174 172 125.0
174 173 125.0
175 50 -250.0
175 171 -250.0
175 172 250.0
175 173 125.0
175 174 375.0
177 176 -375.0
179 176 -125.0
179 177 125.0
179 178 125.0
180 12 125.0
180 32 125.0
180 80 125.0
181 12 -375.0
181 32 -375.0
181 80 -375.0
181 180 -375.0
182 11 125.0
182 12 125.0
182 32 125.0
182 42 125.0
182 73 125.0
182 80 125.0
182 180 125.0
182 181 -375.0
184 12 -125.0
184 32 -125.0
184 80 -125.0
184 180 -125.0
184 181 125.0
184 182 -125.0
184 183 125.0
185 12 -250.0
185 32 -250.0
185 80 -250.0
185 180 -250.0
185 181 250.0
185 182 -250.0
185 183 125.0
185 184 375.0
186 12 -375.0
186 32 -375.0
186 80 -375.0
186 180 -375.0
186 181 375.0
186 182 -375.0
186 183 125.0
186 184 500.0
186 185 875.0
187 12 -500.0
187 32 -500.0
187 80 -500.0
187 180 -500.0
187 181 500.0
187 182 -500.0
187 183 125.0
187 184 625.0
187 185 1125.0
187 186 1625.0
188 12 -625.0
188 32 -625.0
188 80 -625.0
188 180 -625.0
188 181 625.0
188 182 -625.0
188 183 125.0
188 184 750.0
188 185 1375.0
188 186 2000.0
188 187 2625.0
189 0 -375.0
189 30 -375.0
190 0 125.0
190 30 125.0
190 189 -375.0
192 0 -125.0
192 30 -125.0
192 189 125.0
192 190 -125.0
192 191 125.0
193 0 -250.0
193 30 -250.0
193 189 250.0
193 190 -250.0
193 191 125.0
193 192 375.0
194 0 -375.0
194 30 -375.0
194 189 375.0
194 190 -375.0
194 191 125.0
194 192 500.0
194 193 875.0
196 195 -375.0
198 195 -125.0
198 196 125.0
198 197 125.0
199 92 -375.0
199 136 -375.0
201 136 -125.0
201 199 125.0
201 200 125.0
202 30 -375.0
202 105 -375.0
203 30 125.0
203 105 125.0
203 190 125.0
203 202 -375.0
205 30 -125.0
205 105 -125.0
205 202 125.0
205 203 -125.0
205 204 125.0
206 30 -250.0
206 105 -250.0
206 202 250.0
206 203 -250.0
206 204 125.0
206 205 375.0
207 30 -375.0
207 105 -375.0
207 202 375.0
207 203 -375.0
207 204 125.0
207 205 500.0
207 206 875.0
208 10 -375.0
208 129 -375.0
210 10 -125.0
210 129 -125.0
210 208 125.0
210 209 125.0
211 10 -250.0
211 129 -250.0
211 208 250.0
211 209 125.0
211 210 375.0
212 176 -375.0
212 190 -375.0
212 203 -375.0
213 151 -375.0
213 190 125.0
213 203 125.0
213 212 -375.0
215 190 -125.0
215 203 -125.0
215 212 125.0
215 213 -125.0
215 214 125.0
216 190 -250.0
216 203 -250.0
216 212 250.0
216 213 -250.0
216 214 125.0
216 215 375.0
217 190 -375.0
217 203 -375.0
217 212 375.0
217 213 -375.0
217 214 125.0
217 215 500.0
217 216 875.0
218 11 125.0
218 42 125.0
218 73 125.0
218 181 -375.0
218 182 125.0
219 11 -375.0
219 42 -375.0
219 73 -375.0
219 159 -375.0
219 182 -375.0
219 218 -375.0
220 11 125.0
220 18 125.0
220 42 125.0
220 73 125.0
220 182 125.0
220 218 125.0
220 219 -375.0
221 11 125.0
221 19 -375.0
221 42 125.0
221 73 125.0
221 182 125.0
221 218 125.0
221 219 -375.0
221 220 125.0
223 11 -125.0
223 42 -125.0
223 73 -125.0
223 182 -125.0
223 218 -125.0
223 219 125.0
223 220 -125.0
223 221 -125.0
223 222 125.0
224 11 -250.0
224 42 -250.0
224 73 -250.0
224 182 -250.0
224 218 -250.0
224 219 250.0
224 220 -250.0
224 221 -250.0
224 222 125.0
224 223 375.0
225 11 -375.0
225 42 -375.0
225 73 -375.0
225 182 -375.0
225 218 -375.0
225 219 375.0
225 220 -375.0
225 221 -375.0
225 222 125.0
225 223 500.0
225 224 875.0
226 11 -500.0
226 42 -500.0
226 73 -500.0
226 182 -500.0
226 218 -500.0
226 219 500.0
226 220 -500.0
226 221 -500.0
226 222 125.0
226 223 625.0
226 224 1125.0
226 225 1625.0
227 11 -625.0
227 42 -625.0
227 73 -625.0
227 182 -625.0
227 218 -625.0
227 219 625.0
227 220 -625.0
227 221 -625.0
227 222 125.0
227 223 750.0
227 224 1375.0
227 225 2000.0
227 226 2625.0
228 11 -750.0
228 42 -750.0
228 73 -750.0
228 182 -750.0
228 218 -750.0
228 219 750.0
228 220 -750.0
228 221 -750.0
228 222 125.0
228 223 875.0
228 224 1625.0
228 225 2375.0
228 226 3125.0
228 227 3875.0
229 11 -875.0
229 42 -875.0
229 73 -875.0
229 182 -875.0
229 218 -875.0
229 219 875.0
229 220 -875.0
229 221 -875.0
229 222 125.0
229 223 1000.0
229 224 1875.0
229 225 2750.0
229 226 3625.0
229 227 4500.0
229 228 5375.0
230 73 -375.0
230 138 -375.0
232 73 -125.0
232 138 -125.0
232 230 125.0
232 231 125.0
233 73 -250.0
233 138 -250.0
233 230 250.0
233 231 125.0
233 232 375.0
234 18 -375.0
234 220 -375.0
236 18 -125.0
236 220 -125.0
236 234 125.0
236 235 125.0
237 18 -250.0
237 220 -250.0
237 234 250.0
237 235 125.0
237 236 375.0
238 11 -375.0
238 131 -375.0
240 11 -125.0
240 131 -125.0
240 238 125.0
240 239 125.0
241 11 -250.0
241 131 -250.0
241 238 250.0
241 239 125.0
241 240 375.0
242 0 -375.0
242 3 -375.0
242 195 -375.0
243 0 125.0
243 3 125.0
243 242 -375.0
245 0 -125.0
245 3 -125.0
245 242 125.0
245 243 -125.0
245 244 125.0
246 0 -250.0
246 3 -250.0
246 242 250.0
246 243 -250.0
246 244 125.0
246 245 375.0
247 0 -375.0
247 3 -375.0
247 242 375.0
247 243 -375.0
247 244 125.0
247 245 500.0
247 246 875.0
248 81 -375.0
249 248 -375.0
251 248 -125.0
251 249 125.0
251 250 125.0
252 71 -375.0
252 116 -375.0
252 180 -375.0
253 116 125.0
253 181 -375.0
253 252 -375.0
254 72 -375.0
254 116 125.0
254 252 -375.0
254 253 125.0
256 116 -125.0
256 252 125.0
256 253 -125.0
256 254 -125.0
256 255 125.0
257 116 -250.0
257 252 250.0
257 253 -250.0
257 254 -250.0
257 255 125.0
257 256 375.0
258 116 -375.0
258 252 375.0
258 253 -375.0
258 254 -375.0
258 255 125.0
258 256 500.0
258 257 875.0
259 32 125.0
259 151 -375.0
260 32 -375.0
260 259 -375.0
261 32 125.0
261 259 125.0
261 260 -375.0
263 32 -125.0
263 259 -125.0
263 260 125.0
263 261 -125.0
263 262 125.0
264 32 -250.0
264 259 -250.0
264 260 250.0
264 261 -250.0
264 262 125.0
264 263 375.0
265 32 -375.0
265 259 -375.0
265 260 375.0
265 261 -375.0
265 262 125.0
265 263 500.0
265 264 875.0
266 31 -375.0
266 195 -375.0
266 242 125.0
268 31 -125.0
268 266 125.0
268 267 125.0
270 109 -375.0
270 269 -375.0
272 269 -125.0
272 270 125.0
272 271 125.0
273 3 -375.0
275 3 125.0
275 273 -125.0
275 274 125.0
276 131 -375.0
276 137 125.0
278 131 125.0
278 137 -125.0
278 276 -125.0
278 277 125.0
279 131 250.0
279 137 -250.0
279 276 -250.0
279 277 125.0
279 278 375.0
280 31 -375.0
282 31 125.0
282 280 -125.0
282 281 125.0
283 116 -375.0
285 116 125.0
285 283 -125.0
285 284 125.0
286 54 -375.0
288 54 125.0
288 286 -125.0
288 287 125.0
289 63 -375.0
289 147 125.0
290 63 -375.0
290 147 125.0
290 289 125.0
292 63 125.0
292 147 -125.0
292 289 -125.0
292 290 -125.0
292 291 125.0
293 63 250.0
293 147 -250.0
293 289 -250.0
293 290 -250.0
293 291 125.0
293 292 375.0
294 63 375.0
294 147 -375.0
294 289 -375.0
294 290 -375.0
294 291 125.0
294 292 500.0
294 293 875.0
295 32 -375.0
296 32 -375.0
296 295 125.0
298 32 125.0
298 295 -125.0
298 296 -125.0
298 297 125.0
299 32 250.0
299 295 -250.0
299 296 -250.0
299 297 125.0
299 298 375.0
300 29 125.0
300 101 -375.0
300 195 -375.0
300 242 125.0
300 266 125.0
302 29 -125.0
302 101 125.0
302 300 -125.0
302 301 125.0
303 29 -250.0
303 101 250.0
303 300 -250.0
303 301 125.0
303 302 375.0
304 11 -375.0
306 11 125.0
306 304 -125.0
306 305 125.0
307 180 -375.0
307 252 125.0
309 180 125.0
309 252 -125.0
309 307 -125.0
309 308 125.0
310 180 250.0
310 252 -250.0
310 307 -250.0
310 308 125.0
310 309 375.0
311 9 125.0
311 74 -375.0
313 9 -125.0
313 74 125.0
313 311 -125.0
313 312 125.0
314 9 -250.0
314 74 250.0
314 311 -250.0
314 312 125.0
314 313 375.0
315 12 -375.0
315 97 -375.0
316 12 -375.0
316 97 -375.0
316 315 250.0
318 12 125.0
318 315 -125.0
318 316 -125.0
318 317 125.0
319 12 250.0
319 315 -250.0
319 316 -250.0
319 317 125.0
319 318 375.0
320 71 -375.0
320 252 125.0
322 71 125.0
322 252 -125.0
322 320 -125.0
322 321 125.0
323 71 250.0
323 252 -250.0
323 320 -250.0
323 321 125.0
323 322 375.0
324 176 -375.0
324 212 125.0
326 176 125.0
326 212 -125.0
326 324 -125.0
326 325 125.0
327 176 250.0
327 212 -250.0
327 324 -250.0
327 325 125.0
327 326 375.0
328 114 -375.0
329 114 -375.0
329 328 125.0
331 114 125.0
331 328 -125.0
331 329 -125.0
331 330 125.0
332 114 250.0
332 328 -250.0
332 329 -250.0
332 330 125.0
332 331 375.0
333 73 -375.0
334 73 -375.0
334 333 125.0
335 73 -375.0
335 333 125.0
335 334 125.0
337 73 125.0
337 333 -125.0
337 334 -125.0
337 335 -125.0
337 336 125.0
338 73 250.0
338 333 -250.0
338 334 -250.0
338 335 -250.0
338 336 125.0
338 337 375.0
339 73 375.0
339 333 -375.0
339 334 -375.0
339 335 -375.0
339 336 125.0
339 337 500.0
339 338 875.0
340 181 125.0
340 253 -375.0
342 181 -125.0
342 253 125.0
342 340 -125.0
342 341 125.0
343 181 -250.0
343 253 250.0
343 340 -250.0
343 341 125.0
343 342 375.0
344 2 -375.0
346 2 125.0
346 344 -125.0
346 345 125.0
347 47 125.0
347 171 -375.0
349 47 -125.0
349 171 125.0
349 347 -125.0
349 348 125.0
350 47 -250.0
350 171 250.0
350 347 -250.0
350 348 125.0
350 349 375.0
351 97 -375.0
351 151 125.0
351 213 -375.0
351 315 125.0
351 316 125.0
352 97 -375.0
352 151 125.0
352 213 -375.0
352 315 125.0
352 316 125.0
352 351 250.0
354 151 -125.0
354 213 125.0
354 351 -125.0
354 352 -125.0
354 353 125.0
355 151 -250.0
355 213 250.0
355 351 -250.0
355 352 -250.0
355 353 125.0
355 354 375.0
356 151 -375.0
356 213 375.0
356 351 -375.0
356 352 -375.0
356 353 125.0
356 354 500.0
356 355 875.0
357 159 -375.0
357 219 125.0
359 159 125.0
359 219 -125.0
359 357 -125.0
359 358 125.0
360 159 250.0
360 219 -250.0
360 357 -250.0
360 358 125.0
360 359 375.0
361 269 -375.0
363 269 125.0
363 361 -125.0
363 362 125.0
364 8 -375.0
364 97 -375.0
364 315 125.0
364 316 125.0
364 351 125.0
364 352 125.0
365 8 -375.0
365 97 -375.0
365 315 125.0
365 316 125.0
365 351 125.0
365 352 125.0
365 364 250.0
367 8 125.0
367 364 -125.0
367 365 -125.0
367 366 125.0
368 8 250.0
368 364 -250.0
368 365 -250.0
368 366 125.0
368 367 375.0
369 105 -375.0
371 105 125.0
371 369 -125.0
371 370 125.0
372 82 -375.0
374 82 125.0
374 372 -125.0
374 373 125.0
375 0 -375.0
375 30 -375.0
375 243 -375.0
377 30 125.0
377 375 -125.0
377 376 125.0
378 42 -375.0
379 42 -375.0
379 378 125.0
381 42 125.0
381 378 -125.0
381 379 -125.0
381 380 125.0
382 42 250.0
382 378 -250.0
382 379 -250.0
382 380 125.0
382 381 375.0
383 46 -375.0
383 168 125.0
385 46 125.0
385 168 -125.0
385 383 -125.0
385 384 125.0
386 46 250.0
386 168 -250.0
386 383 -250.0
386 384 125.0
386 385 375.0
387 92 -375.0
387 199 125.0
389 92 125.0
389 199 -125.0
389 387 -125.0
389 388 125.0
390 92 250.0
390 199 -250.0
390 387 -250.0
390 388 125.0
390 389 375.0
391 109 -375.0
391 270 125.0
393 109 125.0
393 270 -125.0
393 391 -125.0
393 392 125.0
394 109 250.0
394 270 -250.0
394 391 -250.0
394 392 125.0
394 393 375.0
395 23 125.0
395 163 -375.0
397 23 -125.0
397 163 125.0
397 395 -125.0
397 396 125.0
398 23 -250.0
398 163 250.0
398 395 -250.0
398 396 125.0
398 397 375.0
399 146 -375.0
399 172 125.0
401 146 125.0
401 172 -125.0
401 399 -125.0
401 400 125.0
402 146 250.0
402 172 -250.0
402 399 -250.0
402 400 125.0
402 401 375.0
403 138 -375.0
405 138 125.0
405 403 -125.0
405 404 125.0
406 72 125.0
406 254 -375.0
408 72 -125.0
408 254 125.0
408 406 -125.0
408 407 125.0
409 72 -250.0
409 254 250.0
409 406 -250.0
409 407 125.0
409 408 375.0
410 89 -375.0
412 89 125.0
412 410 -125.0
412 411 125.0
414 243 125.0
414 375 -125.0
414 413 125.0
415 261 -375.0
416 261 -375.0
416 415 125.0
418 261 125.0
418 415 -125.0
418 416 -125.0
418 417 125.0
419 261 250.0
419 415 -250.0
419 416 -250.0
419 417 125.0
419 418 375.0
420 28 -375.0
421 28 -375.0
421 420 125.0
423 28 125.0
423 420 -125.0
423 421 -125.0
423 422 125.0
424 28 250.0
424 420 -250.0
424 421 -250.0
424 422 125.0
424 423 375.0
426 195 125.0
426 242 -125.0
426 266 -125.0
426 300 -125.0
426 425 125.0
427 195 250.0
427 242 -250.0
427 266 -250.0
427 300 -250.0
427 425 125.0
427 426 375.0
428 195 375.0
428 242 -375.0
428 266 -375.0
428 300 -375.0
428 425 125.0
428 426 500.0
428 427 875.0
429 18 -375.0
430 18 -375.0
430 429 125.0
432 18 125.0
432 429 -125.0
432 430 -125.0
432 431 125.0
433 18 250.0
433 429 -250.0
433 430 -250.0
433 431 125.0
433 432 375.0
434 67 -375.0
434 97 -375.0
434 315 125.0
434 316 125.0
434 351 125.0
434 352 125.0
434 364 125.0
434 365 125.0
435 40 -375.0
435 97 -375.0
435 315 125.0
435 316 125.0
435 351 125.0
435 352 125.0
435 364 125.0
435 365 125.0
435 434 125.0
436 67 -375.0
436 97 -375.0
436 315 125.0
436 316 125.0
436 351 125.0
436 352 125.0
436 364 125.0
436 365 125.0
436 434 250.0
436 435 125.0
437 97 -375.0
437 136 -375.0
437 315 125.0
437 316 125.0
437 351 125.0
437 352 125.0
437 364 125.0
437 365 125.0
437 434 125.0
437 435 125.0
437 436 125.0
438 97 -375.0
438 125 125.0
438 167 -375.0
438 315 125.0
438 316 125.0
438 351 125.0
438 352 125.0
438 364 125.0
438 365 125.0
438 434 125.0
438 435 125.0
438 436 125.0
438 437 125.0
440 97 125.0
440 315 -125.0
440 316 -125.0
440 351 -125.0
440 352 -125.0
440 364 -125.0
440 365 -125.0
440 434 -125.0
440 435 -125.0
440 436 -125.0
440 437 -125.0
440 438 -125.0
440 439 125.0
441 97 250.0
441 315 -250.0
441 316 -250.0
441 351 -250.0
441 352 -250.0
441 364 -250.0
441 365 -250.0
441 434 -250.0
441 435 -250.0
441 436 -250.0
441 437 -250.0
441 438 -250.0
441 439 125.0
441 440 375.0
442 97 1250.0
442 315 -1250.0
442 316 -1250.0
442 351 -1250.0
442 352 -1250.0
442 364 -1250.0
442 365 -1250.0
442 434 -1250.0
442 435 -1250.0
442 436 -1250.0
442 437 -1250.0
442 438 -1250.0
442 439 125.0
442 440 1375.0
442 441 2625.0
443 97 1375.0
443 315 -1375.0
443 316 -1375.0
443 351 -1375.0
443 352 -1375.0
443 364 -1375.0
443 365 -1375.0
443 434 -1375.0
443 435 -1375.0
443 436 -1375.0
443 437 -1375.0
443 438 -1375.0
443 439 125.0
443 440 1500.0
443 441 2875.0
443 442 13875.0
444 97 375.0
444 315 -375.0
444 316 -375.0
444 351 -375.0
444 352 -375.0
444 364 -375.0
444 365 -375.0
444 434 -375.0
444 435 -375.0
444 436 -375.0
444 437 -375.0
444 438 -375.0
444 439 125.0
444 440 500.0
444 441 875.0
444 442 3875.0
444 443 4250.0
445 97 500.0
445 315 -500.0
445 316 -500.0
445 351 -500.0
445 352 -500.0
445 364 -500.0
445 365 -500.0
445 434 -500.0
445 435 -500.0
445 436 -500.0
445 437 -500.0
445 438 -500.0
445 439 125.0
445 440 625.0
445 441 1125.0
445 442 5125.0
445 443 5625.0
445 444 1625.0
446 97 625.0
446 315 -625.0
446 316 -625.0
446 351 -625.0
446 352 -625.0
446 364 -625.0
446 365 -625.0
446 434 -625.0
446 435 -625.0
446 436 -625.0
446 437 -625.0
446 438 -625.0
446 439 125.0
446 440 750.0
446 441 1375.0
446 442 6375.0
446 443 7000.0
446 444 2000.0
446 445 2625.0
447 97 750.0
447 315 -750.0
447 316 -750.0
447 351 -750.0
447 352 -750.0
447 364 -750.0
447 365 -750.0
447 434 -750.0
447 435 -750.0
447 436 -750.0
447 437 -750.0
447 438 -750.0
447 439 125.0
447 440 875.0
447 441 1625.0
447 442 7625.0
447 443 8375.0
447 444 2375.0
447 445 3125.0
447 446 3875.0
448 97 875.0
448 315 -875.0
448 316 -875.0
448 351 -875.0
448 352 -875.0
448 364 -875.0
448 365 -875.0
448 434 -875.0
448 435 -875.0
448 436 -875.0
448 437 -875.0
448 438 -875.0
448 439 125.0
448 440 1000.0
448 441 1875.0
448 442 8875.0
448 443 9750.0
448 444 2750.0
448 445 3625.0
448 446 4500.0
448 447 5375.0
449 97 1000.0
449 315 -1000.0
449 316 -1000.0
449 351 -1000.0
449 352 -1000.0
449 364 -1000.0
449 365 -1000.0
449 434 -1000.0
449 435 -1000.0
449 436 -1000.0
449 437 -1000.0
449 438 -1000.0
449 439 125.0
449 440 1125.0
449 441 2125.0
449 442 10125.0
449 443 11125.0
449 444 3125.0
449 445 4125.0
449 446 5125.0
449 447 6125.0
449 448 7125.0
450 97 1125.0
450 315 -1125.0
450 316 -1125.0
450 351 -1125.0
450 352 -1125.0
450 364 -1125.0
450 365 -1125.0
450 434 -1125.0
450 435 -1125.0
450 436 -1125.0
450 437 -1125.0
450 438 -1125.0
450 439 125.0
450 440 1250.0
450 441 2375.0
450 442 11375.0
450 443 12500.0
450 444 3500.0
450 445 4625.0
450 446 5750.0
450 447 6875.0
450 448 8000.0
450 449 9125.0
451 182 -375.0
452 182 -375.0
452 451 125.0
454 182 125.0
454 451 -125.0
454 452 -125.0
454 453 125.0
455 182 250.0
455 451 -250.0
455 452 -250.0
455 453 125.0
455 454 375.0
456 203 -375.0
458 203 125.0
458 456 -125.0
458 457 125.0
459 50 -375.0
459 110 125.0
461 50 125.0
461 110 -125.0
461 459 -125.0
461 460 125.0
462 50 250.0
462 110 -250.0
462 459 -250.0
462 460 125.0
462 461 375.0
463 10 -375.0
465 10 125.0
465 463 -125.0
465 464 125.0
466 22 -375.0
466 164 125.0
468 22 125.0
468 164 -125.0
468 466 -125.0
468 467 125.0
469 22 250.0
469 164 -250.0
469 466 -250.0
469 467 125.0
469 468 375.0
471 0 125.0
471 375 -125.0
471 470 125.0
472 91 -375.0
474 91 125.0
474 472 -125.0
474 473 125.0
476 125 -125.0
476 167 125.0
476 438 -125.0
476 475 125.0
477 125 -250.0
477 167 250.0
477 438 -250.0
477 475 125.0
477 476 375.0
478 220 -375.0
480 220 125.0
480 478 -125.0
480 479 125.0
481 129 -375.0
483 129 125.0
483 481 -125.0
483 482 125.0
484 80 -375.0
484 172 125.0
485 80 -375.0
485 172 125.0
485 484 125.0
487 80 125.0
487 172 -125.0
487 484 -125.0
487 485 -125.0
487 486 125.0
488 80 250.0
488 172 -250.0
488 484 -250.0
488 485 -250.0
488 486 125.0
488 487 375.0
489 80 375.0
489 172 -375.0
489 484 -375.0
489 485 -375.0
489 486 125.0
489 487 500.0
489 488 875.0
490 120 -375.0
491 120 -375.0
491 490 125.0
493 120 125.0
493 490 -125.0
493 491 -125.0
493 492 125.0
494 120 250.0
494 490 -250.0
494 491 -250.0
494 492 125.0
494 493 375.0
495 151 125.0
495 259 -375.0
