687 2874
115 89 -375.0
115 112 125.0
115 113 -375.0
115 114 125.0
117 112 -125.0
117 113 125.0
117 114 -125.0
117 115 -125.0
117 116 125.0
118 112 -250.0
118 113 250.0
118 114 -250.0
118 115 -250.0
118 116 125.0
118 117 375.0
119 112 -375.0
119 113 375.0
119 114 -375.0
119 115 -375.0
119 116 125.0
119 117 500.0
119 118 875.0
120 26 -375.0
121 26 125.0
121 27 -375.0
121 120 -375.0
122 26 125.0
122 120 -375.0
122 121 125.0
123 26 125.0
123 113 -375.0
123 120 -375.0
123 121 125.0
123 122 125.0
124 26 125.0
124 120 -375.0
124 121 125.0
124 122 125.0
124 123 125.0
126 26 -125.0
126 120 125.0
126 121 -125.0
126 122 -125.0
126 123 -125.0
126 124 -125.0
126 125 125.0
127 26 -250.0
127 120 250.0
127 121 -250.0
127 122 -250.0
127 123 -250.0
127 124 -250.0
127 125 125.0
127 126 375.0
128 26 -375.0
128 120 375.0
128 121 -375.0
128 122 -375.0
128 123 -375.0
128 124 -375.0
128 125 125.0
128 126 500.0
128 127 875.0
129 26 -500.0
129 120 500.0
129 121 -500.0
129 122 -500.0
129 123 -500.0
129 124 -500.0
129 125 125.0
129 126 625.0
129 127 1125.0
129 128 1625.0
130 26 -625.0
130 120 625.0
130 121 -625.0
130 122 -625.0
130 123 -625.0
130 124 -625.0
130 125 125.0
130 126 750.0
130 127 1375.0
130 128 2000.0
130 129 2625.0
132 131 -375.0
134 131 -125.0
134 132 125.0
134 133 125.0
136 59 -375.0
136 135 -375.0
137 135 125.0
137 136 -375.0
139 135 -125.0
139 136 125.0
139 137 -125.0
139 138 125.0
140 135 -250.0
140 136 250.0
140 137 -250.0
140 138 125.0
140 139 375.0
141 2 125.0
142 52 -375.0
142 141 -375.0
143 1 -375.0
143 141 125.0
143 142 -375.0
145 141 -125.0
145 142 125.0
145 143 -125.0
145 144 125.0
146 141 -250.0
146 142 250.0
146 143 -250.0
146 144 125.0
146 145 375.0
148 147 -375.0
149 147 125.0
149 148 -375.0
150 7 -375.0
150 147 125.0
150 148 -375.0
150 149 125.0
152 147 -125.0
152 148 125.0
152 149 -125.0
152 150 -125.0
152 151 125.0
153 147 -250.0
153 148 250.0
153 149 -250.0
153 150 -250.0
153 151 125.0
153 152 375.0
154 147 -375.0
154 148 375.0
154 149 -375.0
154 150 -375.0
154 151 125.0
154 152 500.0
154 153 875.0
156 155 -375.0
158 155 -125.0
158 156 125.0
158 157 125.0
159 27 -375.0
160 28 -375.0
160 122 -375.0
160 159 -375.0
161 120 -375.0
161 159 125.0
161 160 -375.0
162 131 125.0
162 159 125.0
162 160 -375.0
162 161 125.0
163 132 -375.0
163 159 125.0
163 160 -375.0
163 161 125.0
163 162 125.0
165 159 -125.0
165 160 125.0
165 161 -125.0
165 162 -125.0
165 163 -125.0
165 164 125.0
166 159 -250.0
166 160 250.0
166 161 -250.0
166 162 -250.0
166 163 -250.0
166 164 125.0
166 165 375.0
167 159 -375.0
167 160 375.0
167 161 -375.0
167 162 -375.0
167 163 -375.0
167 164 125.0
167 165 500.0
167 166 875.0
168 159 -500.0
168 160 500.0
168 161 -500.0
168 162 -500.0
168 163 -500.0
168 164 125.0
168 165 625.0
168 166 1125.0
168 167 1625.0
169 137 125.0
170 58 -375.0
170 169 -375.0
172 169 -125.0
172 170 125.0
172 171 125.0
173 2 125.0
173 83 -375.0
173 141 125.0
174 2 -375.0
174 141 -375.0
174 173 -375.0
176 2 -125.0
176 141 -125.0
176 173 -125.0
176 174 125.0
176 175 125.0
177 2 -250.0
177 141 -250.0
177 173 -250.0
177 174 250.0
177 175 125.0
177 176 375.0
178 2 -375.0
178 141 -375.0
178 173 -375.0
178 174 375.0
178 175 125.0
178 176 500.0
178 177 875.0
179 47 -375.0
180 179 -375.0
181 131 125.0
181 162 125.0
181 179 125.0
181 180 -375.0
182 179 125.0
182 180 -375.0
182 181 125.0
184 179 -125.0
184 180 125.0
184 181 -125.0
184 182 -125.0
184 183 125.0
185 179 -250.0
185 180 250.0
185 181 -250.0
185 182 -250.0
185 183 125.0
185 184 375.0
186 179 -375.0
186 180 375.0
186 181 -375.0
186 182 -375.0
186 183 125.0
186 184 500.0
186 185 875.0
188 187 -375.0
189 187 125.0
189 188 -375.0
191 187 -125.0
191 188 125.0
191 189 -125.0
191 190 125.0
192 187 -250.0
192 188 250.0
192 189 -250.0
192 190 125.0
192 191 375.0
193 187 -375.0
194 187 125.0
194 193 -375.0
196 187 -125.0
196 193 125.0
196 194 -125.0
196 195 125.0
197 187 -250.0
197 193 250.0
197 194 -250.0
197 195 125.0
197 196 375.0
198 84 125.0
198 132 -375.0
199 0 -375.0
199 84 -375.0
199 90 -375.0
199 198 -375.0
201 84 -125.0
201 198 -125.0
201 199 125.0
201 200 125.0
202 84 -250.0
202 198 -250.0
202 199 250.0
202 200 125.0
202 201 375.0
203 137 125.0
203 169 125.0
204 137 -375.0
204 169 -375.0
204 203 -375.0
206 137 -125.0
206 169 -125.0
206 203 -125.0
206 204 125.0
206 205 125.0
207 137 -250.0
207 169 -250.0
207 203 -250.0
207 204 250.0
207 205 125.0
207 206 375.0
208 137 -375.0
208 169 -375.0
208 203 -375.0
208 204 375.0
208 205 125.0
208 206 500.0
208 207 875.0
210 22 -375.0
210 209 -375.0
211 209 125.0
211 210 -375.0
212 156 -375.0
212 209 125.0
212 210 -375.0
212 211 125.0
213 35 -375.0
213 209 125.0
213 210 -375.0
213 211 125.0
213 212 125.0
215 209 -125.0
215 210 125.0
215 211 -125.0
215 212 -125.0
215 213 -125.0
215 214 125.0
216 209 -250.0
216 210 250.0
216 211 -250.0
216 212 -250.0
216 213 -250.0
216 214 125.0
216 215 375.0
217 209 -375.0
217 210 375.0
217 211 -375.0
217 212 -375.0
217 213 -375.0
217 214 125.0
217 215 500.0
217 216 875.0
218 209 -500.0
218 210 500.0
218 211 -500.0
218 212 -500.0
218 213 -500.0
218 214 125.0
218 215 625.0
218 216 1125.0
218 217 1625.0
219 131 -375.0
219 162 -375.0
219 181 -375.0
221 131 -125.0
221 162 -125.0
221 181 -125.0
221 219 125.0
221 220 125.0
222 131 -250.0
222 162 -250.0
222 181 -250.0
222 219 250.0
222 220 125.0
222 221 375.0
223 131 -375.0
223 162 -375.0
223 181 -375.0
223 219 375.0
223 220 125.0
223 221 500.0
223 222 875.0
224 6 -375.0
224 15 -375.0
224 16 -375.0
225 6 125.0
225 15 125.0
225 64 -375.0
225 224 -375.0
226 6 125.0
226 15 125.0
226 23 -375.0
226 224 -375.0
226 225 125.0
228 6 -125.0
228 15 -125.0
228 224 125.0
228 225 -125.0
228 226 -125.0
228 227 125.0
229 6 -250.0
229 15 -250.0
229 224 250.0
229 225 -250.0
229 226 -250.0
229 227 125.0
229 228 375.0
230 6 -375.0
230 15 -375.0
230 224 375.0
230 225 -375.0
230 226 -375.0
230 227 125.0
230 228 500.0
230 229 875.0
231 6 -500.0
231 15 -500.0
231 224 500.0
231 225 -500.0
231 226 -500.0
231 227 125.0
231 228 625.0
231 229 1125.0
231 230 1625.0
232 36 125.0
232 56 125.0
233 34 -375.0
233 56 -375.0
233 98 -375.0
233 232 -375.0
235 56 -125.0
235 232 -125.0
235 233 125.0
235 234 125.0
236 56 -250.0
236 232 -250.0
236 233 250.0
236 234 125.0
236 235 375.0
237 147 -375.0
239 147 -125.0
239 237 125.0
239 238 125.0
240 210 -375.0
241 37 -375.0
241 108 -375.0
241 240 -375.0
242 96 -375.0
242 240 125.0
242 241 -375.0
243 240 125.0
243 241 -375.0
243 242 125.0
245 240 -125.0
245 241 125.0
245 242 -125.0
245 243 -125.0
245 244 125.0
246 240 -250.0
246 241 250.0
246 242 -250.0
246 243 -250.0
246 244 125.0
246 245 375.0
247 240 -375.0
247 241 375.0
247 242 -375.0
247 243 -375.0
247 244 125.0
247 245 500.0
247 246 875.0
248 38 125.0
249 39 -375.0
249 135 -375.0
249 248 -375.0
251 248 -125.0
251 249 125.0
251 250 125.0
252 1 -375.0
252 182 125.0
253 48 -375.0
253 182 -375.0
253 252 -375.0
254 132 -375.0
254 182 125.0
254 252 125.0
254 253 -375.0
256 182 -125.0
256 252 -125.0
256 253 125.0
256 254 -125.0
256 255 125.0
257 182 -250.0
257 252 -250.0
257 253 250.0
257 254 -250.0
257 255 125.0
257 256 375.0
258 182 -375.0
258 252 -375.0
258 253 375.0
258 254 -375.0
258 255 125.0
258 256 500.0
258 257 875.0
259 155 -375.0
260 155 125.0
260 156 -375.0
260 259 -375.0
262 155 -125.0
262 259 125.0
262 260 -125.0
262 261 125.0
263 155 -250.0
263 259 250.0
263 260 -250.0
263 261 125.0
263 262 375.0
264 149 -375.0
265 64 -375.0
265 149 125.0
265 264 -375.0
267 149 -125.0
267 264 125.0
267 265 -125.0
267 266 125.0
268 149 -250.0
268 264 250.0
268 265 -250.0
268 266 125.0
268 267 375.0
270 269 -375.0
272 269 -125.0
272 270 125.0
272 271 125.0
273 211 125.0
274 211 -375.0
274 273 -375.0
275 74 125.0
275 211 125.0
275 273 125.0
275 274 -375.0
276 210 -375.0
276 211 125.0
276 273 125.0
276 274 -375.0
276 275 125.0
278 211 -125.0
278 273 -125.0
278 274 125.0
278 275 -125.0
278 276 -125.0
278 277 125.0
279 211 -250.0
279 273 -250.0
279 274 250.0
279 275 -250.0
279 276 -250.0
279 277 125.0
279 278 375.0
280 211 -375.0
280 273 -375.0
280 274 375.0
280 275 -375.0
280 276 -375.0
280 277 125.0
280 278 500.0
280 279 875.0
281 211 -500.0
281 273 -500.0
281 274 500.0
281 275 -500.0
281 276 -500.0
281 277 125.0
281 278 625.0
281 279 1125.0
281 280 1625.0
282 53 -375.0
282 124 125.0
283 46 -375.0
283 124 -375.0
283 282 -375.0
284 47 -375.0
284 124 125.0
284 282 125.0
284 283 -375.0
286 124 -125.0
286 282 -125.0
286 283 125.0
286 284 -125.0
286 285 125.0
287 124 -250.0
287 282 -250.0
287 283 250.0
287 284 -250.0
287 285 125.0
287 286 375.0
288 124 -375.0
288 282 -375.0
288 283 375.0
288 284 -375.0
288 285 125.0
288 286 500.0
288 287 875.0
290 289 -375.0
292 289 -125.0
292 290 125.0
292 291 125.0
293 13 -375.0
293 74 125.0
293 275 125.0
294 74 -375.0
294 95 -375.0
294 209 -375.0
294 275 -375.0
294 293 -375.0
296 74 -125.0
296 275 -125.0
296 293 -125.0
296 294 125.0
296 295 125.0
297 74 -250.0
297 275 -250.0
297 293 -250.0
297 294 250.0
297 295 125.0
297 296 375.0
298 74 -375.0
298 275 -375.0
298 293 -375.0
298 294 375.0
298 295 125.0
298 296 500.0
298 297 875.0
299 38 -375.0
299 203 -375.0
299 248 -375.0
301 38 -125.0
301 248 -125.0
301 299 125.0
301 300 125.0
302 38 -250.0
302 248 -250.0
302 299 250.0
302 300 125.0
302 301 375.0
303 188 -375.0
304 189 -375.0
304 194 -375.0
304 303 -375.0
305 47 -375.0
305 303 125.0
305 304 -375.0
306 270 -375.0
306 303 125.0
306 304 -375.0
306 305 125.0
308 303 -125.0
308 304 125.0
308 305 -125.0
308 306 -125.0
308 307 125.0
309 303 -250.0
309 304 250.0
309 305 -250.0
309 306 -250.0
309 307 125.0
309 308 375.0
310 303 -375.0
310 304 375.0
310 305 -375.0
310 306 -375.0
310 307 125.0
310 308 500.0
310 309 875.0
311 12 125.0
311 237 -375.0
312 12 -375.0
312 73 -375.0
312 311 -375.0
314 12 -125.0
314 311 -125.0
314 312 125.0
314 313 125.0
315 12 -250.0
315 311 -250.0
315 312 250.0
315 313 125.0
315 314 375.0
316 14 -375.0
316 273 -375.0
317 14 125.0
317 224 -375.0
317 316 -375.0
319 14 -125.0
319 316 125.0
319 317 -125.0
319 318 125.0
320 14 -250.0
320 316 250.0
320 317 -250.0
320 318 125.0
320 319 375.0
321 36 -375.0
321 232 -375.0
322 35 -375.0
322 36 125.0
322 232 125.0
322 321 -375.0
324 36 -125.0
324 232 -125.0
324 321 125.0
324 322 -125.0
324 323 125.0
325 36 -250.0
325 232 -250.0
325 321 250.0
325 322 -250.0
325 323 125.0
325 324 375.0
326 36 -375.0
326 232 -375.0
326 321 375.0
326 322 -375.0
326 323 125.0
326 324 500.0
326 325 875.0
327 29 -375.0
327 88 -375.0
327 112 -375.0
327 114 -375.0
328 89 -375.0
328 112 125.0
328 327 -375.0
330 112 -125.0
330 327 125.0
330 328 -125.0
330 329 125.0
331 112 -250.0
331 327 250.0
331 328 -250.0
331 329 125.0
331 330 375.0
332 269 125.0
332 304 -375.0
333 269 -375.0
333 332 -375.0
335 269 -125.0
335 332 -125.0
335 333 125.0
335 334 125.0
336 269 -250.0
336 332 -250.0
336 333 250.0
336 334 125.0
336 335 375.0
337 2 -375.0
337 8 -375.0
337 67 -375.0
337 84 -375.0
337 131 -375.0
337 137 -375.0
337 149 -375.0
337 155 -375.0
337 182 -375.0
337 248 -375.0
337 269 -375.0
339 155 125.0
339 337 -125.0
339 338 125.0
340 0 -375.0
340 64 125.0
340 132 125.0
340 135 -375.0
340 199 125.0
340 249 125.0
340 254 -375.0
340 265 -375.0
342 132 -125.0
342 254 125.0
342 340 -125.0
342 341 125.0
343 132 -250.0
343 254 250.0
343 340 -250.0
343 341 125.0
343 342 375.0
344 1 125.0
344 252 -375.0
346 1 -125.0
346 252 125.0
346 344 -125.0
346 345 125.0
347 1 -250.0
347 252 250.0
347 344 -250.0
347 345 125.0
347 346 375.0
349 269 125.0
349 337 -125.0
349 348 125.0
350 210 125.0
350 240 -375.0
352 210 -125.0
352 240 125.0
352 350 -125.0
352 351 125.0
353 210 -250.0
353 240 250.0
353 350 -250.0
353 351 125.0
353 352 375.0
354 59 -375.0
354 136 125.0
356 59 125.0
356 136 -125.0
356 354 -125.0
356 355 125.0
357 59 250.0
357 136 -250.0
357 354 -250.0
357 355 125.0
357 356 375.0
359 64 -125.0
359 265 125.0
359 340 -125.0
359 358 125.0
360 64 -250.0
360 265 250.0
360 340 -250.0
360 358 125.0
360 359 375.0
362 2 125.0
362 337 -125.0
362 361 125.0
363 89 125.0
363 115 -375.0
363 122 -375.0
363 160 125.0
363 194 -375.0
363 304 125.0
365 122 125.0
365 160 -125.0
365 363 -125.0
365 364 125.0
366 122 250.0
366 160 -250.0
366 363 -250.0
366 364 125.0
366 365 375.0
367 98 -375.0
367 233 125.0
369 98 125.0
369 233 -125.0
369 367 -125.0
369 368 125.0
370 98 250.0
370 233 -250.0
370 367 -250.0
370 368 125.0
370 369 375.0
371 26 -375.0
371 112 -375.0
371 124 -375.0
371 187 -375.0
373 112 125.0
373 371 -125.0
373 372 125.0
374 23 125.0
374 226 -375.0
376 23 -125.0
376 226 125.0
376 374 -125.0
376 375 125.0
377 23 -250.0
377 226 250.0
377 374 -250.0
377 375 125.0
377 376 375.0
378 48 -375.0
378 253 125.0
380 48 125.0
380 253 -125.0
380 378 -125.0
380 379 125.0
381 48 250.0
381 253 -250.0
381 378 -250.0
381 379 125.0
381 380 375.0
382 34 -375.0
382 96 125.0
382 209 -375.0
382 233 125.0
382 242 -375.0
382 294 125.0
383 34 -375.0
383 96 125.0
383 233 125.0
383 242 -375.0
383 382 250.0
385 96 -125.0
385 242 125.0
385 382 -125.0
385 383 -125.0
385 384 125.0
386 96 -250.0
386 242 250.0
386 382 -250.0
386 383 -250.0
386 384 125.0
386 385 375.0
387 96 -375.0
387 242 375.0
387 382 -375.0
387 383 -375.0
387 384 125.0
387 385 500.0
387 386 875.0
389 135 125.0
389 249 -125.0
389 340 -125.0
389 388 125.0
390 135 250.0
390 249 -250.0
390 340 -250.0
390 388 125.0
390 389 375.0
392 89 -125.0
392 115 125.0
392 363 -125.0
392 391 125.0
393 89 -250.0
393 115 250.0
393 363 -250.0
393 391 125.0
393 392 375.0
394 12 -375.0
394 14 -375.0
394 56 -375.0
394 74 -375.0
394 97 -375.0
394 232 -375.0
394 275 -375.0
395 232 -375.0
395 394 125.0
397 232 125.0
397 394 -125.0
397 395 -125.0
397 396 125.0
398 232 250.0
398 394 -250.0
398 395 -250.0
398 396 125.0
398 397 375.0
399 47 125.0
399 305 -375.0
401 47 -125.0
401 305 125.0
401 399 -125.0
401 400 125.0
402 47 -250.0
402 305 250.0
402 399 -250.0
402 400 125.0
402 401 375.0
404 275 125.0
404 394 -125.0
404 403 125.0
405 7 125.0
405 83 125.0
405 150 -375.0
405 173 -375.0
405 181 -375.0
405 203 -375.0
405 299 125.0
407 181 125.0
407 405 -125.0
407 406 125.0
408 36 -375.0
408 211 -375.0
410 211 125.0
410 408 -125.0
410 409 125.0
411 22 -375.0
411 210 125.0
413 22 125.0
413 210 -125.0
413 411 -125.0
413 412 125.0
414 22 250.0
414 210 -250.0
414 411 -250.0
414 412 125.0
414 413 375.0
415 28 -375.0
415 35 125.0
415 47 125.0
415 52 -375.0
415 58 -375.0
415 71 -375.0
415 89 125.0
415 104 125.0
415 108 -375.0
415 142 125.0
415 160 125.0
415 170 125.0
415 189 -375.0
415 210 125.0
415 224 125.0
415 237 125.0
415 241 125.0
415 276 -375.0
415 284 -375.0
415 304 125.0
415 311 -375.0
415 317 -375.0
415 322 -375.0
415 328 -375.0
416 47 125.0
416 52 -375.0
416 58 -375.0
416 71 -375.0
416 104 125.0
416 142 125.0
416 170 125.0
416 189 -375.0
416 237 125.0
416 284 -375.0
416 304 125.0
416 311 -375.0
416 415 750.0
418 58 125.0
418 170 -125.0
418 415 -125.0
418 416 -125.0
418 417 125.0
419 58 250.0
419 170 -250.0
419 415 -250.0
419 416 -250.0
419 417 125.0
419 418 375.0
420 58 375.0
420 170 -375.0
420 415 -375.0
420 416 -375.0
420 417 125.0
420 418 500.0
420 419 875.0
421 120 125.0
421 161 -375.0
423 120 -125.0
423 161 125.0
423 421 -125.0
423 422 125.0
424 120 -250.0
424 161 250.0
424 421 -250.0
424 422 125.0
424 423 375.0
426 52 125.0
426 142 -125.0
426 415 -125.0
426 416 -125.0
426 425 125.0
427 52 250.0
427 142 -250.0
427 415 -250.0
427 416 -250.0
427 425 125.0
427 426 375.0
428 52 375.0
428 142 -375.0
428 415 -375.0
428 416 -375.0
428 425 125.0
428 426 500.0
428 427 875.0
429 47 125.0
429 162 -375.0
429 179 -375.0
430 82 -375.0
430 141 -375.0
430 162 -375.0
430 429 125.0
431 162 -375.0
431 429 125.0
431 430 125.0
433 162 125.0
433 429 -125.0
433 430 -125.0
433 431 -125.0
433 432 125.0
434 162 250.0
434 429 -250.0
434 430 -250.0
434 431 -250.0
434 432 125.0
434 433 375.0
435 162 375.0
435 429 -375.0
435 430 -375.0
435 431 -375.0
435 432 125.0
435 433 500.0
435 434 875.0
436 13 125.0
436 293 -375.0
438 13 -125.0
438 293 125.0
438 436 -125.0
438 437 125.0
439 13 -250.0
439 293 250.0
439 436 -250.0
439 437 125.0
439 438 375.0
440 56 -375.0
440 74 -375.0
440 124 -375.0
440 187 -375.0
440 371 250.0
440 394 250.0
442 74 125.0
442 394 -125.0
442 440 -125.0
442 441 125.0
443 74 250.0
443 394 -250.0
443 440 -250.0
443 441 125.0
443 442 375.0
445 34 125.0
445 233 -125.0
445 382 -125.0
445 383 -125.0
445 444 125.0
446 34 250.0
446 233 -250.0
446 382 -250.0
446 383 -250.0
446 444 125.0
446 445 375.0
447 34 375.0
447 233 -375.0
447 382 -375.0
447 383 -375.0
447 444 125.0
447 445 500.0
447 446 875.0
448 73 -375.0
448 273 -375.0
448 312 125.0
448 316 125.0
450 73 125.0
450 312 -125.0
450 448 -125.0
450 449 125.0
451 73 250.0
451 312 -250.0
451 448 -250.0
451 449 125.0
451 450 375.0
453 248 125.0
453 337 -125.0
453 452 125.0
454 39 -375.0
454 64 125.0
454 90 -375.0
454 132 125.0
454 163 -375.0
454 199 125.0
454 225 -375.0
454 249 125.0
454 270 125.0
454 306 -375.0
456 39 125.0
456 249 -125.0
456 454 -125.0
456 455 125.0
457 39 250.0
457 249 -250.0
457 454 -250.0
457 455 125.0
457 456 375.0
458 29 -375.0
458 53 125.0
458 282 -375.0
458 327 125.0
460 53 -125.0
460 282 125.0
460 458 -125.0
460 459 125.0
461 53 -250.0
461 282 250.0
461 458 -250.0
461 459 125.0
461 460 375.0
462 68 125.0
462 103 -375.0
462 156 125.0
462 212 -375.0
462 243 -375.0
464 68 -125.0
464 103 125.0
464 462 -125.0
464 463 125.0
465 68 -250.0
465 103 250.0
465 462 -250.0
465 463 125.0
465 464 375.0
466 156 125.0
466 260 -375.0
466 289 -375.0
468 289 125.0
468 466 -125.0
468 467 125.0
469 46 -375.0
469 188 125.0
469 283 125.0
469 303 -375.0
470 46 -375.0
470 188 125.0
470 283 125.0
470 303 -375.0
470 469 250.0
472 46 125.0
472 283 -125.0
472 469 -125.0
472 470 -125.0
472 471 125.0
473 46 250.0
473 283 -250.0
473 469 -250.0
473 470 -250.0
473 471 125.0
473 472 375.0
474 46 375.0
474 283 -375.0
474 469 -375.0
474 470 -375.0
474 471 125.0
474 472 500.0
474 473 875.0
476 149 125.0
476 337 -125.0
476 475 125.0
478 131 125.0
478 337 -125.0
478 477 125.0
480 224 -125.0
480 317 125.0
480 415 -125.0
480 479 125.0
481 224 -250.0
481 317 250.0
481 415 -250.0
481 479 125.0
481 480 375.0
482 1 125.0
482 143 -375.0
483 1 125.0
483 90 -375.0
483 143 -375.0
483 199 125.0
483 454 125.0
483 482 125.0
485 1 -125.0
485 143 125.0
485 482 -125.0
485 483 -125.0
485 484 125.0
486 1 -250.0
486 143 250.0
486 482 -250.0
486 483 -250.0
486 484 125.0
486 485 375.0
487 1 -375.0
487 143 375.0
487 482 -375.0
487 483 -375.0
487 484 125.0
487 485 500.0
487 486 875.0
489 137 125.0
489 337 -125.0
489 488 125.0
490 156 125.0
490 260 -375.0
490 466 125.0
492 156 -125.0
492 260 125.0
492 466 -125.0
492 490 -125.0
492 491 125.0
493 156 -250.0
493 260 250.0
493 466 -250.0
493 490 -250.0
493 491 125.0
493 492 375.0
494 156 -375.0
494 260 375.0
494 466 -375.0
494 490 -375.0
494 491 125.0
494 492 500.0
494 493 875.0
495 27 125.0
495 88 -375.0
495 159 -375.0
495 327 125.0
496 27 125.0
496 88 -375.0
496 159 -375.0
496 327 125.0
496 495 250.0
498 88 125.0
498 327 -125.0
498 495 -125.0
498 496 -125.0
498 497 125.0
499 88 250.0
499 327 -250.0
499 495 -250.0
499 496 -250.0
499 497 125.0
499 498 375.0
500 88 375.0
500 327 -375.0
500 495 -375.0
500 496 -375.0
500 497 125.0
500 498 500.0
500 499 875.0
